ReportingDate,FACILITY NAME,COUNTY,TYPE,COMPLIANCE,NEW RESIDENT CASES,TOTAL RESIDENT CASES,NEW RESIDENT DEATHS,TOTAL RESIDENT DEATHS,NEW STAFF CASES,TOTAL STAFF CASES,NEW STAFF DEATHS,TOTAL STAFF DEATHS,Reporting
11-16-2020,Aquinata Hall,KENT,HFA, ,0.0,8.0,0.0,1.0,1.0,6.0,0.0,0.0,Yes
11-16-2020,Azpira Place Of Breton,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Beacon Hill At Eastgate,KENT,SNF, ,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Bishop Hills Elder Care,KENT,HFA, ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Boulder Creek Assisted Living,KENT,HFA, ,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,Yes
11-16-2020,Brookcrest,KENT,SNF, ,0.0,2.0,0.0,0.0,7.0,13.0,0.0,0.0,Yes
11-16-2020,Byron Center Manor II,KENT,AFC, ,0.0,17.0,0.0,1.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Byron Center Manor III,KENT,AFC, ,0.0,16.0,37.0,42.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Byron Center Manor IV,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Byron Center Manor V,KENT,AFC, ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Cascade Trails Senior Living,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Clark Retirement Community,KENT,SNF, ,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,Yes
11-16-2020,Clark Retirement Home,KENT,HFA, ,0.0,12.0,0.0,0.0,5.0,9.0,0.0,0.0,Yes
11-16-2020,Covenant Village of the Great Lakes,KENT,SNF, ,0.0,2.0,0.0,0.0,2.0,9.0,0.0,0.0,Yes
11-16-2020,Edison Christian Assisted Living,KENT,HFA, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Edison Christian Health Center,KENT,SNF, ,0.0,3.0,0.0,0.0,3.0,14.0,0.0,0.0,Yes
11-16-2020,Gladiola Home,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Grand Village Assisted Living LLC,KENT,HFA, ,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Healthbridge Post-Acute Rehabilitation,KENT,SNF, ,0.0,26.0,0.0,4.0,2.0,9.0,0.0,0.0,Yes
11-16-2020,Holland Home - Raybrook Manor,KENT,SNF, ,0.0,21.0,0.0,5.0,2.0,18.0,0.0,0.0,Yes
11-16-2020,Holland Home Breton Extended Care - Building B,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Laurels of Kent (The),KENT,SNF, ,0.0,29.0,0.0,8.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Mary Free Bed Sub-Acute Rehabilitation,KENT,SNF, ,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,Yes
11-16-2020,Meadows,KENT,AFC, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Mission Point of Cedar Springs,KENT,SNF, ,0.0,37.0,0.0,10.0,0.0,11.0,0.0,0.0,Yes
11-16-2020,Oxford Manor East,KENT,AFC, ,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Oxford Manor West,KENT,AFC, ,0.0,15.0,0.0,10.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,Pilgrim Manor,KENT,SNF, ,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Pivot,KENT,AFC, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Porter Hills Health Center,KENT,SNF, ,0.0,6.0,0.0,0.0,1.0,19.0,0.0,0.0,Yes
11-16-2020,Provision Living at Forest Hills,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,Yes
11-16-2020,Rivertown Ridge,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Rivervalley 1,KENT,AFC, ,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Rivervalley 2,KENT,AFC, ,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Samaritas Lodge (SNF),KENT,SNF, ,0.0,79.0,1.0,37.0,1.0,30.0,0.0,0.0,Yes
11-16-2020,SKLD Leonard,KENT,SNF, ,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,Yes
11-16-2020,Sojourners Transitional Living,KENT,AFC, ,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Yes
11-16-2020,St. Ann's Home,KENT,HFA, ,0.0,18.0,0.0,3.0,1.0,11.0,0.0,0.0,Yes
11-16-2020,StoryPoint of Rockford,KENT,HFA, ,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,Yes
11-16-2020,Sunrise of Cascade,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Lodge Walker,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Oaks at Byron Center,KENT,SNF, ,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,The Ridge,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Thresholds Benson Home,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Thresholds Eastern Group Home,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Valley Health Center,KENT,SNF, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,Villa East Group Home,KENT,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Vista Springs Riverside Gardens,KENT,HFA, ,0.0,27.0,0.0,5.0,0.0,17.0,0.0,0.0,Yes
11-16-2020,Wildwood Residential Services,KENT,AFC, ,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Willow Grove,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Windsor Manor North,KENT,AFC, ,0.0,9.0,0.0,6.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Windsor Manor South,KENT,AFC, ,0.0,12.0,0.0,3.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Devonshire Retirement Village,LAPEER,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Devonshire Retirement Village Specialized Care,LAPEER,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Lapeer County Medical Care Facility,LAPEER,SNF, ,0.0,5.0,0.0,2.0,0.0,11.0,0.0,0.0,Yes
11-16-2020,McLaren Lapeer Region Extended Care,LAPEER,SNF, ,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,Yes
11-16-2020,Stonegate Health Campus,LAPEER,SNF, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,Stonegate Health Campus HFA,LAPEER,HFA, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,The Villages of Lapeer Nursing & Rehab,LAPEER,SNF, ,0.0,47.0,0.0,19.0,2.0,22.0,0.0,0.0,Yes
11-16-2020,Maple Valley Nursing Home,LEELANAU,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Medilodge of Leelanau,LEELANAU,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Brookdale Adrian,LENAWEE,HFA, ,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Cambrian Assisted Living,LENAWEE,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Lenawee Medical Care Facility ,LENAWEE,SNF, ,0.0,10.0,0.0,2.0,3.0,17.0,0.0,0.0,Yes
11-16-2020,Lynwood Manor Healthcare Center,LENAWEE,SNF, ,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,ProMedica Charlotte Stephenson Manor,LENAWEE,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Provincial House of Adrian,LENAWEE,SNF, ,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,Yes
11-16-2020,The Oasis at Adrian Rehabilitation ,LENAWEE,SNF, ,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,Brighton Manor,LIVINGSTON,HFA, ,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Caretel Inns of Brighton,LIVINGSTON,SNF, ,0.0,90.0,0.0,10.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Degas House Inn Brighton,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Medilodge of Livingston,LIVINGSTON,SNF, ,0.0,40.0,0.0,10.0,1.0,16.0,0.0,0.0,Yes
11-16-2020,Patti Lewis Care Home,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Sanctuary at Woodland #1,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Sanctuary at Woodland #2,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,The Lodge Brighton,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,The Willows at Howell,LIVINGSTON,HFA, ,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,Yes
11-16-2020,The Willows at Howell ,LIVINGSTON,SNF, ,0.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,Yes
11-16-2020,Van Gogh House Inn Brighton,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Wellbridge of Brighton,LIVINGSTON,SNF, ,0.0,20.0,0.0,6.0,0.0,18.0,0.0,0.0,Yes
11-16-2020,Wellbridge of Pinckney ,LIVINGSTON,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Helen Newberry Joy Hospital LTCU,LUCE,SNF, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,Mackinac Straits Long Term Care Unit,MACKINAC,SNF, ,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,Yes
11-16-2020,Advantage Living Center - Roseville,MACOMB,SNF, ,0.0,73.0,0.0,21.0,0.0,12.0,0.0,1.0,Yes
11-16-2020,Advantage Living Center - Warren,MACOMB,SNF, ,0.0,64.0,0.0,38.0,0.0,24.0,0.0,0.0,Yes
11-16-2020,American House Roseville,MACOMB,HFA, ,0.0,10.0,0.0,8.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Arden Courts of Sterling Heights,MACOMB,HFA, ,0.0,9.0,0.0,6.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Autumn Woods Residential Health,MACOMB,SNF, ,0.0,83.0,0.0,35.0,1.0,40.0,0.0,0.0,Yes
11-16-2020,Bickford of Shelby,MACOMB,HFA, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Brookdale Utica AL,MACOMB,HFA, ,0.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
11-16-2020,Brookdale Utica MC,MACOMB,HFA, ,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,Yes
11-16-2020,Church of Christ Assisted Living,MACOMB,HFA, ,0.0,17.0,0.0,6.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Church of Christ Care Center,MACOMB,SNF, ,0.0,92.0,0.0,23.0,3.0,58.0,0.0,0.0,Yes
11-16-2020,Cleave,MACOMB,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Clinton Aire Healthcare Center,MACOMB,SNF, ,0.0,19.0,0.0,2.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Clinton Creek Assisted Living & Memory Care,MACOMB,HFA, ,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Father Murray Nursing Center,MACOMB,SNF, ,0.0,107.0,0.0,23.0,0.0,57.0,0.0,1.0,Yes
11-16-2020,Grace Premier Assisted Living,MACOMB,HFA, ,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Haven Adult Foster Care Home,MACOMB,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,"Lakepointe Senior Care & Rehab Ctr, LLC",MACOMB,SNF, ,0.0,91.0,0.0,27.0,0.0,33.0,0.0,0.0,Yes
11-16-2020,Lakeshore Senior Living,MACOMB,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Lakeside Manor Nursing & Rehab Center,MACOMB,SNF, ,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,Medilodge of Shoreline,MACOMB,SNF, ,0.0,29.0,0.0,9.0,0.0,9.0,0.0,0.0,Yes
11-16-2020,Medilodge of Sterling Heights,MACOMB,SNF, ,0.0,75.0,0.0,16.0,1.0,35.0,0.0,0.0,Yes
11-16-2020,My Doctors Inn,MACOMB,HFA, ,0.0,8.0,0.0,8.0,1.0,13.0,0.0,8.0,Yes
11-16-2020,Orchard Grove Health Campus,MACOMB,SNF, ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Pomeroy Sterling Skilled Rehab,MACOMB,SNF, ,0.0,59.0,0.0,29.0,0.0,40.0,0.0,1.0,Yes
11-16-2020,Regency Manor Nursing & Rehab Center,MACOMB,SNF, ,0.0,13.0,0.0,3.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Ridgeway,MACOMB,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Rose Senior Living - Clinton Township,MACOMB,HFA, ,0.0,16.0,0.0,7.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Sanctuary at Fraser Villa,MACOMB,SNF, ,0.0,44.0,0.0,9.0,0.0,36.0,0.0,0.0,Yes
11-16-2020,Sanctuary at Fraser Villa HFA,MACOMB,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Serenity Village II,MACOMB,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Serenity Village III,MACOMB,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Shelby Crossing Health Campus,MACOMB,SNF, ,0.0,21.0,0.0,8.0,1.0,22.0,0.0,0.0,Yes
11-16-2020,Shorepoint Nursing Center,MACOMB,SNF, ,0.0,63.0,1.0,20.0,2.0,32.0,0.0,1.0,Yes
11-16-2020,St. Anthony Nursing Healthcare,MACOMB,SNF, ,0.0,87.0,0.0,19.0,0.0,18.0,0.0,0.0,Yes
11-16-2020,Sunrise Assisted Living of Shelby Twp.,MACOMB,HFA, ,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Yes
11-16-2020,The Arbor Inn,MACOMB,HFA, ,0.0,14.0,0.0,4.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,The Legacy at Shelby Crossing,MACOMB,HFA, ,0.0,16.0,0.0,6.0,1.0,19.0,0.0,0.0,Yes
11-16-2020,The Villa At City Center,MACOMB,SNF, ,0.0,59.0,0.0,17.0,0.0,27.0,0.0,0.0,Yes
11-16-2020,The Village of East Harbor,MACOMB,SNF, ,0.0,39.0,0.0,7.0,0.0,19.0,0.0,0.0,Yes
11-16-2020,The Village of East Harbor HFA,MACOMB,HFA, ,0.0,13.0,0.0,18.0,0.0,9.0,0.0,0.0,Yes
11-16-2020,Vista Springs Washington Place - Spring Cove,MACOMB,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Vista Springs Washington Place - Spring Harbor,MACOMB,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Waltonwood at Lakeside,MACOMB,HFA, ,0.0,17.0,0.0,4.0,0.0,15.0,0.0,0.0,Yes
11-16-2020,Warren Woods Health and Rehab Center,MACOMB,SNF, ,0.0,49.0,0.0,24.0,0.0,21.0,0.0,1.0,Yes
11-16-2020,WellBridge of Romeo,MACOMB,SNF, ,0.0,2.0,0.0,2.0,2.0,11.0,0.0,0.0,Yes
11-16-2020,Windemere Park Assisted Living I,MACOMB,HFA, ,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Windemere Park Health and Rehab Center,MACOMB,SNF, ,0.0,18.0,0.0,1.0,2.0,17.0,0.0,0.0,Yes
11-16-2020,Eastwood Nursing Center,MARQUETTE,SNF, ,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,Yes
11-16-2020,Norlite Nursing Center,MARQUETTE,SNF, ,0.0,26.0,0.0,8.0,1.0,12.0,0.0,0.0,Yes
11-16-2020,Ludington Woods Supportive Care,MASON,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Medilodge of Ludington,MASON,SNF, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Altercare of Big Rapids,MECOSTA,SNF, ,0.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,Yes
11-16-2020,Evergreen Terrace Assisted Living,MECOSTA,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Mission Point of Big Rapids,MECOSTA,SNF, ,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,Yes
11-16-2020,Menominee Health Services,MENOMINEE,SNF, ,0.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,Yes
11-16-2020,Pinecrest Medical Care Facility,MENOMINEE,SNF, ,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,Yes
11-16-2020,Brookdale Midland AL,MIDLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Brookdale Midland MC,MIDLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Medilodge of Midland,MIDLAND,SNF, ,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,Yes
11-16-2020,Midland King's Daughters Home,MIDLAND,SNF, ,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,Yes
11-16-2020,Pinecrest Farms,MIDLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Primrose of Midland,MIDLAND,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,StoryPoint of Midland,MIDLAND,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Stratford Pines ,MIDLAND,SNF, ,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,Yes
11-16-2020,Autumnwood Of Mcbain,MISSAUKEE,SNF, ,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Yes
11-16-2020,Brookdale Monroe AL (MI),MONROE,AFC, ,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Brookdale Monroe MC (MI),MONROE,AFC, ,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Fountain View of Monroe,MONROE,SNF, ,0.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,Yes
11-16-2020,Hickory Ridge of Temperance,MONROE,SNF, ,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,Yes
11-16-2020,Jackman Lodge,MONROE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,McGivney Way,MONROE,HFA, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Promedica Monroe Skilled Nursing & Rehab,MONROE,SNF, ,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,Yes
11-16-2020,The Oasis at Monroe Rehabilitation & Nur,MONROE,SNF, ,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,Yes
11-16-2020,Vibrant Life Senior Living Sterns Lodge,MONROE,HFA, ,0.0,13.0,0.0,5.0,0.0,6.0,0.0,0.0,Yes
11-16-2020,Wellspring Lutheran Services Monroe,MONROE,SNF, ,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,Yes
11-16-2020,Golden Life AFC #3,MONTCALM,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Hathaway Hills Assisted Living,MONTCALM,HFA, ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Lakeview Terrace Assisted,MONTCALM,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Mission Point of Greenville,MONTCALM,SNF, ,0.0,27.0,0.0,3.0,2.0,11.0,0.0,0.0,Yes
11-16-2020,Spectrum Health RNC - Kelsey Hospital,MONTCALM,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Hillman's Haven,MONTMORENCY,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,MediLodge of Hillman,MONTMORENCY,SNF, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Christian Care Nursing Center,MUSKEGON,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Hillcrest Nursing & Rehab Community,MUSKEGON,SNF, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Hume Home of Muskegon,MUSKEGON,HFA, ,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Yes
11-16-2020,Lake Woods Nursing and Rehabilitation,MUSKEGON,SNF, ,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,Yes
11-16-2020,Northcrest Assisted Living Community,MUSKEGON,HFA, ,0.0,19.0,5.0,10.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Roosevelt Park Nursing Centre,MUSKEGON,SNF, ,0.0,23.0,0.0,6.0,0.0,18.0,0.0,1.0,Yes
11-16-2020,Sanctuary at the Oaks #1,MUSKEGON,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Sanctuary at the Oaks #2,MUSKEGON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,Seminole Shores Assisted Living Center,MUSKEGON,HFA, ,0.0,11.0,0.0,6.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,The Agape Home,MUSKEGON,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,White Lake Assisted Living,MUSKEGON,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Fountain View Retirement Village Grant,NEWAYGO,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
11-16-2020,Fountainview Ret Vil Fremont I,NEWAYGO,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Newaygo Co Medical Care Facility,NEWAYGO,SNF, ,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,Yes
11-16-2020,Transitional Health Services of Fremont,NEWAYGO,SNF, ,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Anthology of Rochester Hills,OAKLAND,HFA, ,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Beaumont Rehab & Continuing Care Farming,OAKLAND,SNF, ,0.0,48.0,0.0,12.0,1.0,14.0,0.0,0.0,Yes
11-16-2020,Bellbrook - Rochester Hills,OAKLAND,SNF, ,0.0,17.0,0.0,6.0,0.0,27.0,0.0,0.0,Yes
11-16-2020,Bloomfield Orchard Villa,OAKLAND,SNF, ,0.0,27.0,0.0,16.0,0.0,10.0,0.0,0.0,Yes
11-16-2020,Brookdale Farmington Hills North I,OAKLAND,HFA, ,0.0,4.0,0.0,4.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Brookdale Farmington Hills North II,OAKLAND,HFA, ,0.0,6.0,0.0,5.0,0.0,8.0,0.0,0.0,Yes
11-16-2020,Brookdale of Troy MC,OAKLAND,HFA, ,0.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Brookdale Troy AL,OAKLAND,HFA, ,0.0,8.0,0.0,5.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Cambrian Senior Living,OAKLAND,HFA, ,0.0,25.0,0.0,8.0,0.0,7.0,0.0,0.0,Yes
11-16-2020,Cambridge East Healthcare Center,OAKLAND,SNF, ,0.0,41.0,0.0,19.0,0.0,19.0,0.0,0.0,Yes
11-16-2020,Cambridge North Healthcare Center ,OAKLAND,SNF, ,0.0,33.0,0.0,17.0,0.0,22.0,0.0,0.0,Yes
11-16-2020,Cambridge South Healthcare Center,OAKLAND,SNF, ,0.0,18.0,0.0,8.0,0.0,10.0,0.0,0.0,Yes
11-16-2020,Canterbury on the Lake,OAKLAND,SNF, ,0.0,33.0,0.0,7.0,4.0,52.0,0.0,0.0,Yes
11-16-2020,Cedarbrook of Bloomfield Hills,OAKLAND,SNF, ,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Cedarbrook Of Bloomfield Hills HFA,OAKLAND,HFA, ,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,Yes
11-16-2020,Cedarbrook Of Rochester,OAKLAND,HFA, ,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Yes
11-16-2020,Clausen Manor,OAKLAND,AFC, ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,CLC House 2,OAKLAND,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
11-16-2020,CLC Mary Wagner House,OAKLAND,AFC, ,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor Farmington Hills I,OAKLAND,AFC, ,0.0,7.0,0.0,3.0,0.0,4.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor Farmington Hills II,OAKLAND,AFC, ,0.0,7.0,0.0,2.0,0.0,3.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor Farmington Hills IV,OAKLAND,AFC, ,0.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,Yes
11-16-2020,Courtyard Manor of Wixom I,OAKLAND,AFC, ,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Yes
