ReportingDate,CCN/LICENSE,FACILITY NAME,COUNTY,TYPE,COMPLIANCE,NEW RESIDENT CASES,TOTAL RESIDENT CASES,NEW RESIDENT DEATHS,TOTAL RESIDENT DEATHS,NEW STAFF CASES,TOTAL STAFF CASES,NEW STAFF DEATHS,TOTAL STAFF DEATHS
11-23-2020,AH380313452,Arbor Woods Assisted Lvg,JACKSON,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AH380381401,Brightside Assisted Living & Memory Care,JACKSON,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL380272324,Country Living AFC,JACKSON,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,23-5574,Countryside Care Center,JACKSON,SNF, ,0.0,49.0,0.0,16.0,2.0,50.0,0.0,0.0
11-23-2020,235359,Faith Haven Senior Care Centre,JACKSON,SNF, ,6.0,39.0,3.0,3.0,0.0,11.0,0.0,0.0
11-23-2020,AH380283614,Highland Home for the Aged,JACKSON,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,2.0,,0.0
11-23-2020,AL380007055,Hope House I,JACKSON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL380007059,Hope House II/Fowler House,JACKSON,AFC, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,230519,Jackson County Medical Care Facility ,JACKSON,SNF, ,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0
11-23-2020,AH380236826,John George Home,JACKSON,HFA, ,0.0,20.0,2.0,0.0,0.0,9.0,0.0,0.0
11-23-2020,AH380299010,Legacy Assisted Living,JACKSON,HFA, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
11-23-2020,AL380007070,Rice Manor,JACKSON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235538,Ridgecrest Health Campus,JACKSON,SNF, ,1.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0
11-23-2020,AH380301277,RidgeCrest Health Campus HFA,JACKSON,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH380237409,Spring Arbor Assisted Living Center,JACKSON,HFA, ,0.0,22.0,0.0,2.0,2.0,5.0,0.0,0.0
11-23-2020,AH380236900,Summit Park Assisted Living Center,JACKSON,HFA, ,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,AH380236825,The Jackson Friendly Home,JACKSON,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL380007072,Turner Powers AFC Home,JACKSON,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235254,Vista Grande Villa,JACKSON,SNF, ,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0
11-23-2020,235311,Alamo Nursing Home,KALAMAZOO,SNF, ,0.0,85.0,1.0,17.0,0.0,48.0,0.0,0.0
11-23-2020,AH390237411,Amber Way,KALAMAZOO,HFA, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL390381477,Beacon Pointe Memory Care,KALAMAZOO,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL390392502,Birch Cottage I,KALAMAZOO,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL390392504,Birch Cottage II,KALAMAZOO,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,235289,Borgess Gardens,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0
11-23-2020,AH390236942,Brookdale Portage AL,KALAMAZOO,HFA, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11-23-2020,AH390236936,Brookdale Portage MC,KALAMAZOO,HFA, ,,1.0,,0.0,,2.0,,0.0
11-23-2020,AH390236775,Directors Hall,KALAMAZOO,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL390016015,Fountain View Ret Vil 0f Port #2,KALAMAZOO,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL390007092,Fountain View Ret Vil of Port #1,KALAMAZOO,AFC, ,0.0,17.0,0.0,12.0,0.0,12.0,0.0,0.0
11-23-2020,235248,Friendship Village,KALAMAZOO,SNF, ,2.0,2.0,0.0,0.0,1.0,11.0,0.0,0.0
11-23-2020,235050,Harold & Grace Upjohn Community Care Ctr,KALAMAZOO,SNF, ,3.0,9.0,0.0,1.0,2.0,11.0,0.0,0.0
11-23-2020,AL390292582,"Hudson's Country Manor, Inc.",KALAMAZOO,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235483,Laurels of Galesburg,KALAMAZOO,SNF, ,0.0,1.0,3.0,5.0,5.0,31.0,0.0,0.0
11-23-2020,235282,Medilodge of Kalamazoo,KALAMAZOO,SNF, ,0.0,63.0,0.0,23.0,1.0,24.0,0.0,0.0
11-23-2020,235399,Medilodge of Portage,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,235542,Medilodge of Westwood,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
11-23-2020,AH390382559,Nazareth Center,KALAMAZOO,HFA, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,AL390299685,New Friends Dementia Community 1,KALAMAZOO,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL390299686,New Friends Dementia Community 2,KALAMAZOO,AFC, ,,0.0,,0.0,,0.0,,3.0
11-23-2020,AL390299687,New Friends Dementia Community 3,KALAMAZOO,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH390394454,North Woods Village At Kalamazoo,KALAMAZOO,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL390015953,Park Place Living Center #E,KALAMAZOO,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL390007089,Park Place Living Centre #A,KALAMAZOO,AFC, ,,5.0,,1.0,,1.0,,0.0
11-23-2020,AL390007090,Park Place Living Centre #B,KALAMAZOO,AFC, ,,16.0,,6.0,,10.0,,0.0
11-23-2020,AL390007094,Park Place Living Centre #C,KALAMAZOO,AFC, ,,7.0,,2.0,,3.0,,0.0
11-23-2020,AL390007095,Park Place Living Centre #D,KALAMAZOO,AFC, ,,4.0,,3.0,,2.0,,0.0
11-23-2020,AH390236863,Park Village Pines,KALAMAZOO,HFA, ,,18.0,,4.0,,14.0,,0.0
11-23-2020,235637,Plainwell Pines Nursing & Rehab.,KALAMAZOO,SNF, ,2.0,9.0,2.0,2.0,2.0,6.0,0.0,0.0
11-23-2020,AH390278221,Portage Bickford Cottage,KALAMAZOO,HFA, ,0.0,10.0,0.0,3.0,0.0,7.0,0.0,0.0
11-23-2020,AH390378211,Sojourner Place,KALAMAZOO,HFA, ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
11-23-2020,AH390377735,StoryPoint of Portage,KALAMAZOO,HFA, ,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
11-23-2020,235524,The Springs at the Fountains,KALAMAZOO,SNF, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11-23-2020,AH390391941,Vineyard Assisted Living,KALAMAZOO,HFA, ,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0
11-23-2020,AH390244166,Wyndham West,KALAMAZOO,HFA, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AH400295173,Kalkaska Memorial Assisted Living,KALKASKA,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235407,Kalkaska Memorial Health Center LTC,KALKASKA,SNF, ,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
11-23-2020,AL400294299,Meadow View AFC,KALKASKA,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL410404577,Addington Place at East Paris #3,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL410404576,Addington Place at East Paris #5,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL410404575,Addington Place at East Paris #6,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL410404574,Addington Place at East Paris #7,KENT,AFC, ,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL410404573,Addington Place at East Paris #8,KENT,AFC, ,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL410404570,Addington Place of Grand Rapids BP,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
11-23-2020,AL410404571,Addington Place of Grand Rapids N,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
11-23-2020,AL410404572,Addington Place of Grand Rapids Peace Harbor,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
11-23-2020,AL410404569,Addington Place of Grand Rapids SS,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
11-23-2020,AL410397693,AHSL Kentwood Cobblestone,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL410397696,AHSL Kentwood Fieldstone,KENT,AFC, ,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11-23-2020,AL410397694,AHSL Kentwood Riverstone,KENT,AFC, ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11-23-2020,AL410384527,Alger Heights - North,KENT,AFC, ,,5.0,,0.0,,5.0,,0.0
11-23-2020,AL410095346,Alpine Grove,KENT,AFC, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,AH410402896,American House Wyoming,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AH410336779,Aquinata Hall,KENT,HFA, ,0.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0
11-23-2020,AH410391902,Azpira Place Of Breton,KENT,HFA, ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
11-23-2020,235633,Beacon Hill At Eastgate,KENT,SNF, ,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0
11-23-2020,AH410236738,Bishop Hills Elder Care,KENT,HFA, ,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AH410336370,Boulder Creek Assisted Living,KENT,HFA, ,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
11-23-2020,235039,Brookcrest,KENT,SNF, ,0.0,2.0,0.0,0.0,4.0,17.0,0.0,0.0
11-23-2020,AL410007174,Byron Center Manor II,KENT,AFC, ,0.0,17.0,0.0,1.0,0.0,6.0,0.0,0.0
11-23-2020,AL410015404,Byron Center Manor III,KENT,AFC, ,0.0,16.0,1.0,5.0,0.0,5.0,0.0,0.0
11-23-2020,AL410246443,Byron Center Manor IV,KENT,AFC, ,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
11-23-2020,AL410247136,Byron Center Manor V,KENT,AFC, ,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH410394304,Cascade Trails Senior Living,KENT,HFA, ,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
11-23-2020,235401,Clark Retirement Community,KENT,SNF, ,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0
11-23-2020,AH410236767,Clark Retirement Home,KENT,HFA, ,3.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0
11-23-2020,235614,Covenant Village of the Great Lakes,KENT,SNF, ,0.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0
11-23-2020,AH410236771,Covenant Village of the Great Lakes HFA,KENT,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AH410236778,Edison Christian Assisted Living,KENT,HFA, ,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,235339,Edison Christian Health Center,KENT,SNF, ,0.0,3.0,0.0,0.0,2.0,16.0,0.0,0.0
11-23-2020,AH410343036,Emerald Meadows,KENT,HFA, ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL410375721,Fountain View of Lowell North,KENT,AFC, ,,0.0,,0.0,,2.0,,0.0
11-23-2020,AL410375718,Fountain View of Lowell South,KENT,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL410007103,Gladiola Home,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH410398724,Grand Brook Memory Care,KENT,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AH410384010,Grand Village Assisted Living LLC,KENT,HFA, ,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
11-23-2020,AL410311105,Green Acres Lowell,KENT,AFC, ,,3.0,,0.0,,6.0,,0.0
11-23-2020,AL410384428,Green Acres of Cedar Springs,KENT,AFC, ,,16.0,,2.0,,15.0,,0.0
11-23-2020,AL410385282,Green Acres of Lowell III,KENT,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235723,Healthbridge Post-Acute Rehabilitation,KENT,SNF, ,1.0,27.0,0.0,4.0,1.0,10.0,0.0,0.0
11-23-2020,23-5440,Holland Home - Raybrook Manor,KENT,SNF, ,1.0,22.0,1.0,6.0,4.0,22.0,0.0,0.0
11-23-2020,AL410383848,Holland Home Breton Extended Care - Building B,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,23-5540,Holland Home Breton Rehab & Living Ctr,KENT,SNF, ,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0
11-23-2020,AH410236821,Holland Home Raybrook Manor,KENT,HFA, ,9.0,20.0,0.0,1.0,5.0,14.0,0.0,0.0
11-23-2020,AL410374262,Holland Home-Breton Extended Care,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL410289728,InterActions Residential Treatment,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,235253,Laurels of Kent (The),KENT,SNF, ,0.0,29.0,1.0,9.0,0.0,8.0,0.0,0.0
11-23-2020,AL410393508,Legacies Assisted Living B1,KENT,AFC, ,,0.0,,0.0,,2.0,,0.0
11-23-2020,AL410380788,Living Well-Adult Living Facility,KENT,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AH410400509,Maple Ridge Manor Of Lowell,KENT,HFA, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,235708,Mary Free Bed Sub-Acute Rehabilitation,KENT,SNF, ,3.0,4.0,0.0,1.0,6.0,12.0,0.0,0.0
11-23-2020,AL410384908,Meadowlark Retirement Village A,KENT,AFC, ,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
11-23-2020,AL410384909,Meadowlark Retirement Village B,KENT,AFC, ,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL410095350,Meadows,KENT,AFC, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235630,MediLodge of Wyoming,KENT,SNF, ,0.0,4.0,0.0,0.0,2.0,10.0,0.0,0.0
11-23-2020,AH410236848,Michigan Christian Home Beacon Hill at Eastgate,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235294,Mission Point of Cedar Springs,KENT,SNF, ,0.0,37.0,0.0,10.0,0.0,11.0,0.0,0.0
11-23-2020,235366,Mission Point of Forest Hills,KENT,SNF, ,0.0,9.0,0.0,1.0,2.0,7.0,0.0,0.0
11-23-2020,AL410286129,North Crossing AFC,KENT,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL410238272,Oxford Manor East,KENT,AFC, ,0.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
11-23-2020,AL410238271,Oxford Manor West,KENT,AFC, ,3.0,14.0,0.0,10.0,1.0,2.0,0.0,0.0
11-23-2020,235038,Pilgrim Manor,KENT,SNF, ,0.0,2.0,0.0,1.0,4.0,6.0,0.0,0.0
11-23-2020,AH410387636,Pilgrim Manor HFA,KENT,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL410007163,Pivot,KENT,AFC, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235310,Porter Hills Health Center,KENT,SNF, ,9.0,15.0,1.0,1.0,0.0,19.0,0.0,0.0
11-23-2020,AH410236868,Porter Hills Presbyterian Village,KENT,HFA, ,11.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
11-23-2020,AH410381380,Provision Living at Forest Hills,KENT,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,3.0,,1.0
11-23-2020,AH410236873,Railside Assisted Living Center,KENT,HFA, ,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
11-23-2020,AL410007158,Ramsdell AFC,KENT,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AH410236876,Rest Haven Home,KENT,HFA, ,13.0,0.0,2.0,0.0,21.0,1.0,0.0,0.0
11-23-2020,AH410393434,Rivertown Ridge,KENT,HFA, ,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
11-23-2020,AL410015935,Rivervalley 1,KENT,AFC, ,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0
11-23-2020,AL410015787,Rivervalley 2,KENT,AFC, ,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0
11-23-2020,AH410337807,Rose Garden,KENT,HFA, ,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
11-23-2020,235458,Samaritas Lodge (SNF),KENT,SNF, ,1.0,80.0,0.0,37.0,0.0,30.0,0.0,0.0
11-23-2020,AH410236832,Samaritas Senior Living Grand Rapids Woods,KENT,HFA, ,0.0,34.0,0.0,2.0,1.0,16.0,0.0,0.0
11-23-2020,235103,SKLD Beltline,KENT,SNF, ,3.0,26.0,0.0,10.0,4.0,26.0,0.0,0.0
11-23-2020,235261,SKLD Leonard,KENT,SNF, ,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0
11-23-2020,235441,SKLD Wyoming,KENT,SNF, ,15.0,33.0,1.0,1.0,10.0,18.0,0.0,0.0
11-23-2020,AL410083023,Sojourners Transitional Living,KENT,AFC, ,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
11-23-2020,235075,Spectrum Health Rehab & Nrsg Fuller,KENT,SNF, ,0.0,21.0,1.0,4.0,4.0,42.0,0.0,0.0
11-23-2020,235035,Spectrum Health Rehab and Nursing Center,KENT,SNF, ,0.0,5.0,0.0,0.0,12.0,44.0,0.0,0.0
11-23-2020,235643,St Anns Home,KENT,SNF, ,1.0,28.0,0.0,7.0,3.0,18.0,0.0,0.0
11-23-2020,AH410236894,St. Ann's Home,KENT,HFA, ,0.0,18.0,0.0,3.0,5.0,10.0,0.0,0.0
11-23-2020,AL410289602,Stonebridge Manor - North,KENT,AFC, ,,0.0,,0.0,,2.0,,0.0
11-23-2020,AL410289604,Stonebridge Manor - South,KENT,AFC, ,,1.0,,0.0,,2.0,,0.0
11-23-2020,AH410359749,StoryPoint of Rockford,KENT,HFA, ,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
11-23-2020,AH410322787,Sunrise of Cascade,KENT,HFA, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL410095343,The Lodge Walker,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235639,The Oaks at Byron Center,KENT,SNF, ,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0
11-23-2020,AH410395463,The Oaks at Byron Center HFA,KENT,HFA, ,,0.0,,0.0,,11.0,,0.0
11-23-2020,AL410095351,The Ridge,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL410007105,Thresholds Benson Home,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AL410007104,Thresholds Eastern Group Home,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235649,Valley Health Center,KENT,SNF, ,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
11-23-2020,235377,Valley View Care Center,KENT,SNF, ,55.0,182.0,6.0,12.0,53.0,135.0,0.0,0.0
11-23-2020,AL410280502,Villa East Group Home,KENT,AFC, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH410400149,Vista Springs Ctr/Memory Care & Rediscovery,KENT,HFA, ,,9.0,,0.0,,3.0,,0.0
11-23-2020,AH410397993,Vista Springs Riverside Gardens,KENT,HFA, ,0.0,27.0,0.0,5.0,2.0,17.0,0.0,0.0
11-23-2020,AL410400138,Vista Springs Terrace Cove,KENT,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL410400137,Vista Springs Terrace Harbor,KENT,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL410400135,Vista Springs The Lodge,KENT,AFC, ,,1.0,,0.0,,0.0,,0.0
11-23-2020,AH410397992,Vista Springs Wyoming,KENT,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL410083024,Wildwood Residential Services,KENT,AFC, ,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
11-23-2020,AL410398971,Willow Creek - East,KENT,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL410398969,Willow Creek - West,KENT,AFC, ,,4.0,,1.0,,0.0,,0.0
11-23-2020,AL410007118,Willow Grove,KENT,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL410238274,Windsor Manor North,KENT,AFC, ,0.0,9.0,0.0,6.0,0.0,4.0,0.0,0.0
11-23-2020,AL410238273,Windsor Manor South,KENT,AFC, ,0.0,12.0,0.0,3.0,0.0,6.0,0.0,0.0
11-23-2020,AL410289606,Yorkshire Manor - East,KENT,AFC, ,,3.0,,0.0,,1.0,,0.0
11-23-2020,AL410289605,Yorkshire Manor - West,KENT,AFC, ,,12.0,,1.0,,2.0,,0.0
11-23-2020,235499,Grand Oaks Nursing Center,LAKE,SNF, ,4.0,13.0,0.0,0.0,2.0,5.0,0.0,0.0
11-23-2020,AL440396397,Angela's House Assisted Living,LAPEER,AFC, ,,0.0,,0.0,,1.0,,0.0
11-23-2020,AL440396804,Angela's House Assisted Living II,LAPEER,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL440063943,Bolton Brook Manor,LAPEER,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL440257936,Devonshire Retirement Village,LAPEER,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL440263405,Devonshire Retirement Village Specialized Care,LAPEER,AFC, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,235058,Lapeer County Medical Care Facility,LAPEER,SNF, ,0.0,5.0,0.0,2.0,0.0,11.0,0.0,0.0
11-23-2020,235577,McLaren Lapeer Region Extended Care,LAPEER,SNF, ,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
11-23-2020,AL440306483,Metacare Inc.,LAPEER,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,235661,Stonegate Health Campus,LAPEER,SNF, ,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
11-23-2020,AH440311638,Stonegate Health Campus HFA,LAPEER,HFA, ,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
11-23-2020,AL440383805,The Pines Of Lapeer,LAPEER,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL440382836,The Pines Of Lapeer- Memory Care,LAPEER,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,232654,The Villages of Lapeer Nursing & Rehab,LAPEER,SNF, ,0.0,47.0,0.0,19.0,0.0,22.0,0.0,0.0
11-23-2020,AL440015852,Whispering Pines Afc,LAPEER,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235588,Maple Valley Nursing Home,LEELANAU,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,235209,Medilodge of Leelanau,LEELANAU,SNF, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AH450293385,Northport Highlands,LEELANAU,HFA, ,,3.0,,0.0,,4.0,,0.0
11-23-2020,235611,Orchard Creek Skilled Nursing,LEELANAU,SNF, ,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
11-23-2020,AL450285538,Orchard Creek Supportive Care,LEELANAU,AFC, ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL460398058,Blissfield Place,LENAWEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH460264382,Brookdale Adrian,LENAWEE,HFA, ,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AH460277873,Cambrian Assisted Living,LENAWEE,HFA, ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11-23-2020,AH460344934,Cambrian Memory Care of Tecumseh,LENAWEE,HFA, ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11-23-2020,AL460070146,Citizens for Quality Care Morenc,LENAWEE,AFC,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,AL460007202,Coleman Foundation Unit A,LENAWEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL460007203,Coleman Foundation Unit B,LENAWEE,AFC,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,AL460342573,Country House Care,LENAWEE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH460361737,Gaslight Village Assisted,LENAWEE,HFA,NOT IN COMPLIANCE,,,,,,,,
11-23-2020,235224,Lenawee Medical Care Facility ,LENAWEE,SNF, ,0.0,10.0,0.0,2.0,3.0,20.0,0.0,0.0
11-23-2020,235182,Lynwood Manor Healthcare Center,LENAWEE,SNF, ,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0
11-23-2020,AL460007211,Montgomery Manor,LENAWEE,AFC, ,,0.0,,0.0,,0.0,,0.0
11-23-2020,AH460397452,ProMedica Charlotte Stephenson Manor,LENAWEE,HFA,NOT IN COMPLIANCE,,0.0,,0.0,,0.0,,0.0
11-23-2020,235287,Provincial House of Adrian,LENAWEE,SNF, ,1.0,2.0,0.0,1.0,2.0,7.0,0.0,0.0
11-23-2020,AL460398056,Tecumseh Place I,LENAWEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL460398055,Tecumseh Place II,LENAWEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL460398057,The Fieldstone at Tecumseh,LENAWEE,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,235504,The Oasis at Adrian Rehabilitation ,LENAWEE,SNF, ,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0
11-23-2020,AL470080554,Ashley Court -Bldg # 2,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL470092981,Ashley Court -Bldg # 3,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-23-2020,AL470092982,Ashley Court -Bldg # 4,LIVINGSTON,AFC, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
