State_County,State_FacilityName,State_CMS_ProvNum,State_ReportingDate,State_confirmed_cases,State_deaths,State_CFR,State_outbreaks,State_Closed_Outbreaks,State_Open_Outbreaks,State_facilities,CMS_Week Ending,CMS_Federal Provider Number,CMS_Provider Name,CMS_Provider Address,CMS_Provider City,CMS_Provider State,CMS_Provider Zip Code,CMS_County,CMS_Number of All Beds
Cook,Golfview Developmental Center,No Match,2020-10-02,123,11,0.08943089430894309,1,1,0,1,,,,,,,,,
Sangamon,Villa East,145721,2020-10-02,122,26,0.21311475409836064,1,1,0,1,2020-12-06,145721,VILLA HEALTH CARE EAST,100 MARIAN PARKWAY PO BOX 109,SHERMAN,IL,62684,Sangamon,97.0
Williamson,Shawnee Senior Living,146036,2020-10-02,121,14,0.11570247933884298,1,0,1,1,2020-12-06,146036,SHAWNEE SENIOR LIVING,1901 13TH STREET,HERRIN,IL,62948,Williamson,148.0
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-10-02,120,16,0.13333333333333333,1,0,1,1,2020-12-06,145752,FOREST VIEW REHAB & NURSING CENTER,535 SOUTH ELM,ITASCA,IL,60143,DuPage,131.0
Lee,Jack Mabley Developmental Center,No Match,2020-10-02,120,1,0.008333333333333333,2,2,0,1,,,,,,,,,
Cook,Center Home for Hispanic Elderly,146062,2020-10-02,118,30,0.2542372881355932,1,0,1,1,2020-12-06,146062,CENTER HOME HISPANIC ELDERLY,1401 NORTH CALIFORNIA,CHICAGO,IL,60622,Cook,156.0
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-10-02,118,17,0.1440677966101695,1,0,1,1,2020-12-06,145333,WEST SUBURBAN NURSING & REHAB CENTER,311 EDGEWATER DRIVE,BLOOMINGDALE,IL,60108,DuPage,259.0
Cook,Grosse Pointe Manor,145999,2020-10-02,117,24,0.20512820512820512,1,0,1,1,2020-12-06,145999,GROSSE POINTE MANOR,6601 WEST TOUHY AVENUE,NILES,IL,60714,Cook,99.0
LaSalle,Heritage Health Mendota,145151,2020-10-02,116,24,0.20689655172413796,1,0,1,1,2020-12-06,145151,HERITAGE HEALTH-MENDOTA,1201 FIRST AVENUE,MENDOTA,IL,61342,LaSalle,85.0
Cook,Ambassador Nursing,145343,2020-10-02,116,10,0.08620689655172414,1,0,1,1,2020-12-06,145343,AMBASSADOR NURSING & REHAB CENTER,4900 NORTH BERNARD,CHICAGO,IL,60625,Cook,190.0
Cook,Carlton at the Lake,145679,2020-10-02,115,19,0.16521739130434782,2,1,1,1,2020-12-06,145679,"CARLTON AT THE LAKE, THE",725 WEST MONTROSE AVENUE,CHICAGO,IL,60613,Cook,244.0
Cook,Mosaic of Lakeshore,145244,2020-10-02,113,28,0.24778761061946905,1,0,1,1,2020-12-06,145244,"MOSAIC OF LAKESHORE, THE",7200 NORTH SHERIDAN ROAD,CHICAGO,IL,60626,Cook,313.0
Cook,ManorCare ElkGrove Village,145689,2020-10-02,111,25,0.22522522522522526,1,0,1,1,2020-12-06,145689,MANORCARE OF ELK GROVE VILLAGE,1920 NERGE ROAD,ELK GROVE VILLAGE,IL,60007,Cook,
Madison,Stearns Nursing and Rehabilitation Center,145847,2020-10-02,111,20,0.18018018018018014,1,1,0,1,2020-12-06,145847,STEARNS NURSING & REHAB CENTER,3900 STEARNS AVENUE,GRANITE CITY,IL,62040,Madison,109.0
Cook,Windsor Estates,145967,2020-10-02,111,22,0.1981981981981982,1,0,1,1,2020-12-06,145967,WINDSOR ESTATES NSG & REHAB,18300 SOUTH LAVERGNE,COUNTRY CLUB HILLS,IL,60478,Cook,200.0
Cook,Central Nursing Home,145648,2020-10-02,111,17,0.15315315315315314,1,0,1,1,2020-12-06,145648,CENTRAL NURSING HOME,2450 NORTH CENTRAL AVENUE,CHICAGO,IL,60639,Cook,245.0
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-10-02,110,17,0.15454545454545454,1,0,1,1,,,,,,,,,
Cook,Addolorata Villa,145724,2020-10-02,109,20,0.1834862385321101,1,0,1,1,2020-12-06,145724,ADDOLORATA VILLA,555 MCHENRY ROAD,WHEELING,IL,60090,Cook,149.0
DuPage,Windsor Park Manor,No Match,2020-10-02,109,21,0.1926605504587156,1,0,1,1,,,,,,,,,
Cook,Bria River Oaks,145735,2020-10-02,106,2,0.018867924528301886,1,0,1,1,2020-12-06,145735,BRIA OF RIVER OAKS,14500 SOUTH MANISTEE,BURNHAM,IL,60633,Cook,
DuPage,Alden Estates of Naperville,145582,2020-10-02,106,21,0.19811320754716985,2,1,1,1,2020-12-06,145582,ALDEN ESTATES OF NAPERVILLE,1525 SOUTH OXFORD LANE,NAPERVILLE,IL,60565,DuPage,203.0
Kankakee,Riverside Miller Rehabilitation,No Match,2020-10-02,106,22,0.2075471698113208,2,1,1,1,,,,,,,,,
Madison,Edwardsville Care Center,145555,2020-10-02,105,22,0.20952380952380956,2,1,1,1,2020-12-06,145555,EDWARDSVILLE NSG & REHAB CTR,401 ST MARY DRIVE,EDWARDSVILLE,IL,62025,Madison,105.0
St. Clair,Four Fountains,No Match,2020-10-02,104,31,0.2980769230769231,1,1,0,1,,,,,,,,,
Cook,Astoria Place of Chicago,145634,2020-10-02,104,20,0.19230769230769232,1,1,0,1,2020-12-06,145634,ASTORIA PLACE LIVING & REHAB,6300 NORTH CALIFORNIA AVENUE,CHICAGO,IL,60659,Cook,164.0
Cook,Austin Oasis,145834,2020-10-02,104,16,0.15384615384615385,1,0,1,1,2020-12-06,145834,"AUSTIN OASIS, THE",901 SOUTH AUSTIN BLVD,CHICAGO,IL,60644,Cook,216.0
DuPage,Oakbrook Care,145458,2020-10-02,103,24,0.2330097087378641,1,1,0,1,2020-12-06,145458,OAK BROOK CARE,2013 MIDWEST ROAD,OAK BROOK,IL,60521,DuPage,156.0
Cook,Bria of Palos Hills,145650,2020-10-02,102,18,0.17647058823529413,1,0,1,1,2020-12-06,145650,BRIA OF PALOS HILLS,10426 SOUTH ROBERTS,PALOS HILLS,IL,60465,Cook,
Cook,Lee Manor Rehab and Nursing,145382,2020-10-02,102,20,0.19607843137254904,1,0,1,1,2020-12-06,145382,LEE MANOR,1301 LEE STREET,DES PLAINES,IL,60018,Cook,262.0
Cook,Aperion Care Oak Lawn,145197,2020-10-02,102,22,0.21568627450980396,1,0,1,1,2020-12-06,145197,APERION CARE OAK LAWN,9401 SOUTH RIDGELAND AVENUE,OAK LAWN,IL,60453,Cook,133.0
Lake,Symphony Buffalo Grove,145819,2020-10-02,99,10,0.101010101010101,1,0,1,1,2020-12-06,145819,SYMPHONY OF BUFFALO GROVE,150 NORTH WEILAND ROAD,BUFFALO GROVE,IL,60089,Lake,200.0
Cook,Atrium Health Care Center,145479,2020-10-02,99,10,0.101010101010101,1,1,0,1,2020-12-06,145479,ATRIUM HEALTH CARE CENTER,1425 WEST ESTES AVENUE,CHICAGO,IL,60626,Cook,160.0
DuPage,The Grove of Elmhurst,145339,2020-10-02,98,15,0.15306122448979592,1,0,1,1,2020-12-06,145339,"GROVE OF ELMHURST, THE",127 WEST DIVERSEY,ELMHURST,IL,60126,DuPage,180.0
Cook,Bellhaven Nursing and Rehabilitation,145549,2020-10-02,98,9,0.09183673469387756,1,0,1,1,2020-12-06,145549,BELHAVEN NURSING & REHAB CENTER,11401 SOUTH OAKLEY AVENUE,CHICAGO,IL,60643,Cook,221.0
Cook,Norwood crossing Skilled Nursing,145974,2020-10-02,98,18,0.1836734693877551,1,0,1,1,2020-12-06,145974,NORWOOD CROSSING,6016 NORTH NINA AVENUE,CHICAGO,IL,60631,Cook,131.0
Cook,Chalet Living And Rehab Center,145670,2020-10-02,97,14,0.14432989690721648,1,1,0,1,2020-12-06,145670,CHALET LIVING & REHAB,7350 NORTH SHERIDAN ROAD,CHICAGO,IL,60626,Cook,219.0
Rock Island,Centennial Care Center,145680,2020-10-02,97,13,0.13402061855670105,1,0,1,1,2020-12-06,145680,CENTENNIAL REHAB & HEALTHCARE,7300 34TH AVENUE,MOLINE,IL,61265,Rock Island,
Jersey,Liberty Village of Jerseyville,No Match,2020-10-02,96,12,0.125,1,0,1,1,,,,,,,,,
Coles,Charleston Rehab and Healthcare,145636,2020-10-02,95,16,0.16842105263157894,1,1,0,1,2020-12-06,145636,CHARLESTON REHAB & HEALTH CC,716 EIGHTEENTH STREET,CHARLESTON,IL,61920,Coles,139.0
Cook,Landmark of Des Plaines,145334,2020-10-02,95,22,0.23157894736842105,1,0,1,1,2020-12-06,145334,LANDMARK OF DES PLAINES REHAB,9300 BALLARD ROAD,DES PLAINES,IL,60016,Cook,191.0
Lake,Aperion Care Highwood,145936,2020-10-02,95,12,0.1263157894736842,1,0,1,1,2020-12-06,145936,APERION CARE HIGHWOOD,50 PLEASANT AVENUE,HIGHWOOD,IL,60040,Lake,104.0
Macon,Fairhavens Senior Living,145422,2020-10-02,95,21,0.22105263157894736,1,1,0,1,2020-12-06,145422,FAIR HAVENS SENIOR LIVING,1790 SOUTH FAIRVIEW AVENUE,DECATUR,IL,62521,Macon,143.0
Cook,Avantara Evergreen Park,145734,2020-10-02,94,22,0.23404255319148934,1,1,0,1,2020-12-06,145734,AVANTARA EVERGREEN PARK,10124 SOUTH KEDZIE,EVERGREEN PARK,IL,60805,Cook,184.0
Lake,Warren Barr North Shore,145923,2020-10-02,92,16,0.17391304347826084,1,0,1,1,2020-12-06,145923,WARREN BARR NORTH SHORE,2773 SKOKIE VALLEY ROAD,HIGHLAND PARK,IL,60035,Lake,215.0
Cook,Alden Estates of Northmoor,145888,2020-10-02,92,18,0.1956521739130435,1,0,1,1,2020-12-06,145888,ALDEN ESTATES OF NORTHMOOR,5831 NORTH NORTHWEST HIGHWAY,CHICAGO,IL,60631,Cook,198.0
Kane,Asbury Gardens,146170,2020-10-02,92,19,0.2065217391304348,1,1,0,1,2020-12-06,146170,ASBURY GARDENS NSG & REHAB,212 AIRPORT ROAD,NORTH AURORA,IL,60542,Kane,
Jefferson,Mt. Vernon Healthcare Center,14E812,2020-10-02,91,17,0.1868131868131868,1,1,0,1,2020-12-06,14E812,MOUNT VERNON HEALTH CARE CENTER,#5 DOCTORS PARK,MOUNT VERNON,IL,62864,Jefferson,106.0
Cook,Alden PoplarCreek,145403,2020-10-02,91,26,0.2857142857142857,1,0,1,1,2020-12-06,145403,ALDEN POPLAR CREEK REHAB & HCC,1545 BARRINGTON ROAD,HOFFMAN ESTATES,IL,60169,Cook,217.0
Greene,White Hall Nursing and Rehab,145519,2020-10-02,91,13,0.14285714285714285,1,0,1,1,2020-12-06,145519,WHITE HALL NURSING & REHAB CENTER,620 WEST BRIDGEPORT,WHITE HALL,IL,62092,Greene,119.0
Cook,Lakeview Nursing and Rehab,145654,2020-10-02,90,22,0.24444444444444444,1,0,1,1,2020-12-06,145654,LAKEVIEW  REHAB & NURSING CENTER,735 WEST DIVERSEY,CHICAGO,IL,60614,Cook,178.0
Cook,Generations at Elmwood Park,145419,2020-10-02,89,19,0.21348314606741567,1,0,1,1,2020-12-06,145419,GENERATIONS AT ELMWOOD PARK,7733 WEST GRAND AVENUE,ELMWOOD PARK,IL,60707,Cook,244.0
Cook,Bella Terra Morton Grove,145198,2020-10-02,89,11,0.12359550561797752,1,1,0,1,2020-12-06,145198,BELLA TERRA MORTON GROVE,8425 WAUKEGAN ROAD,MORTON GROVE,IL,60053,Cook,171.0
Rock Island,St. Anthonys Continue Care,145387,2020-10-02,89,15,0.16853932584269662,1,0,1,1,2020-12-06,145387,ST ANTHONY'S NRSG & REHAB CENTER,767  30TH STREET,ROCK ISLAND,IL,61201,Rock Island,130.0
Boone,Symphony Northwoods,No Match,2020-10-02,89,16,0.1797752808988764,1,1,0,1,,,,,,,,,
Cook,The Grove of Evanston,145011,2020-10-02,89,19,0.21348314606741567,1,1,0,1,2020-12-06,145011,"GROVE OF EVANSTON L & R, THE",500 ASBURY STREET,EVANSTON,IL,60202,Cook,124.0
Winnebago,Ascension St Anne Center,145563,2020-10-02,88,15,0.17045454545454544,1,1,0,1,2020-12-06,145563,ASCENSION SAINT ANNE PLACE,4405 HIGHCREST ROAD,ROCKFORD,IL,61107,Winnebago,179.0
Williamson,Parkway Manor,145841,2020-10-02,88,18,0.20454545454545456,1,0,1,1,2020-12-06,145841,PARKWAY MANOR,3116 WILLIAMSON COUNTY PARKWAY,MARION,IL,62959,Williamson,131.0
Cook,Glenwood Health Care & Rehab,No Match,2020-10-02,88,5,0.05681818181818181,1,0,1,1,,,,,,,,,
Cook,Bella Terra Wheeling,145835,2020-10-02,88,19,0.2159090909090909,1,0,1,1,2020-12-06,145835,BELLA TERRA WHEELING,730 WEST HINTZ ROAD,WHEELING,IL,60090,Cook,215.0
Kankakee,Illinois Veterans Home,No Match,2020-10-02,88,18,0.20454545454545456,1,0,1,1,,,,,,,,,
McHenry,Alden Terrace of McHenry,145453,2020-10-02,87,13,0.14942528735632185,1,0,1,1,2020-12-06,145453,ALDEN TERRACE OF MCHENRY REHAB,803 ROYAL DRIVE,MCHENRY,IL,60050,McHenry,316.0
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,145257,2020-10-02,86,15,0.1744186046511628,1,1,0,1,2020-12-06,145257,CRYSTAL PINES REHAB & HCC,335 NORTH ILLINOIS AVENUE,CRYSTAL LAKE,IL,60014,McHenry,108.0
Will,Beecher Manor ,No Match,2020-10-02,86,7,0.08139534883720931,1,0,1,1,,,,,,,,,
Macon,Villa Clara Post Acute,145965,2020-10-02,86,11,0.12790697674418605,1,0,1,1,2020-12-06,145965,VILLA CLARA POST ACUTE,500 WEST MCKINLEY AVENUE,DECATUR,IL,62526,Macon,150.0
Clinton,Carlyle HealthCare Center,145729,2020-10-02,85,15,0.17647058823529413,1,1,0,1,2020-12-06,145729,CARLYLE HEALTHCARE CENTER,501 CLINTON STREET,CARLYLE,IL,62231,Clinton,109.0
Cook,Manor Care Oak Lawn EAST. Cook,No Match,2020-10-02,85,19,0.2235294117647059,1,0,1,1,,,,,,,,,
Cook,Birchwood Plaza Nursing-Rehab,145532,2020-10-02,85,15,0.17647058823529413,1,1,0,1,2020-12-06,145532,BIRCHWOOD PLAZA,1426 WEST BIRCHWOOD,CHICAGO,IL,60626,Cook,200.0
Cook,MADO Healthcare Uptown,146191,2020-10-02,84,9,0.10714285714285714,1,0,1,1,2020-12-06,146191,MADO HEALTHCARE - UPTOWN,4621 NORTH RACINE AVENUE,CHICAGO,IL,60640,Cook,
Cook,Southpoint Nsg and Rehab,145914,2020-10-02,83,11,0.13253012048192772,1,0,1,1,2020-12-06,145914,SOUTHPOINT NURSING & REHAB CENTER,1010 WEST 95TH STREET,CHICAGO,IL,60643,Cook,228.0
Cook,Generations at Applewood,145781,2020-10-02,83,20,0.24096385542168675,1,1,0,1,2020-12-06,145781,GENERATIONS AT APPLEWOOD,21020 KOSTNER AVENUE,MATTESON,IL,60443,Cook,154.0
Winnebago,Forest City Rehab and Nursing,145937,2020-10-02,83,9,0.10843373493975904,1,1,0,1,2020-12-06,145937,FOREST CITY REHAB & NRSG CTR,321 ARNOLD AVENUE,ROCKFORD,IL,61108,Winnebago,213.0
Union,Integrity of Anna,146006,2020-10-02,82,13,0.15853658536585366,1,0,1,1,2020-12-06,146006,INTEGRITY HC OF ANNA,315 SOUTH BRADY MILL ROAD,ANNA,IL,62906,Union,70.0
DeKalb,Pine Acres,145261,2020-10-02,82,12,0.14634146341463414,1,1,0,1,2020-12-06,145261,PINE ACRES REHAB & LIVING CTR,1212 SOUTH SECOND STREET,DEKALB,IL,60115,DeKalb,119.0
Cook,Beacon Care Center,145776,2020-10-02,82,14,0.17073170731707318,1,1,0,1,2020-12-06,145776,BEACON HEALTH CENTER,4538 NORTH BEACON,CHICAGO,IL,60640,Cook,
Cook,ManorCare Oak Lawn West,145087,2020-10-02,82,18,0.2195121951219512,1,1,0,1,2020-12-06,145087,MANORCARE OF OAK LAWN WEST,6300 WEST 95TH STREET,OAK LAWN,IL,60453,Cook,192.0
Morgan,Jacksonville Skilled Nursing and Rehab Center,145273,2020-10-02,81,18,0.2222222222222222,1,0,1,1,2020-12-06,145273,JACKSONVILLE SKLD NUR & REHAB,1517 WEST WALNUT STREET,JACKSONVILLE,IL,62650,Morgan,88.0
Cook,South Suburban Rehab Center,146132,2020-10-02,81,20,0.2469135802469136,1,0,1,1,2020-12-06,146132,SOUTH SUBURBAN REHAB CENTER,19000 SOUTH HALSTED,HOMEWOOD,IL,60430,Cook,259.0
Cook,Community Care Nursing Home,146164,2020-10-02,81,10,0.12345679012345677,1,0,1,1,2020-12-06,146164,COMMUNITY CARE CENTER,4314 SOUTH WABASH AVENUE,CHICAGO,IL,60653,Cook,204.0
Lake,Alden Long Grove,No Match,2020-10-02,80,21,0.2625,1,1,0,1,,,,,,,,,
Cook,Meadowbrook Manor,145710,2020-10-02,80,13,0.1625,1,0,1,1,2020-12-06,145710,MEADOWBROOK MANOR,431 WEST REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,Will,298.0
Winnebago,Alden Debes Rehab Inc,145142,2020-10-02,79,20,0.2531645569620253,1,1,0,1,2020-12-06,145142,ALDEN DEBES REHAB & HCC,550 SOUTH MULFORD AVENUE,ROCKFORD,IL,61108,Winnebago,268.0
St. Clair,Cedar Ridge,145571,2020-10-02,79,13,0.16455696202531644,1,0,1,1,2020-12-06,145571,CEDAR RIDGE HEALTH & REHAB CTR,ONE PERRYMAN STREET,LEBANON,IL,62254,St. Clair,110.0
Iroquois,Gilman Health Care Center,145347,2020-10-02,78,14,0.1794871794871795,1,1,0,1,2020-12-06,145347,GILMAN HEALTHCARE CENTER,"1390 SOUTH CRESCENT STREET, BOX 307",GILMAN,IL,60938,Iroquois,99.0
Madison,Eden Village Care Center,145384,2020-10-02,78,21,0.2692307692307692,2,1,1,1,2020-12-06,145384,EDEN VILLAGE CARE CENTER,400 SOUTH STATION ROAD,GLEN CARBON,IL,62034,Madison,128.0
Cook,Continental Nursing and Rehabilitation Center,145730,2020-10-02,78,12,0.15384615384615385,1,0,1,1,2020-12-06,145730,CONTINENTAL NURSING & REHAB CENTER,5336 NORTH WESTERN AVENUE,CHICAGO,IL,60625,Cook,208.0
Cook,Lexington Health Care Orland Park,145899,2020-10-02,78,18,0.2307692307692308,1,0,1,1,2020-12-06,145899,LEXINGTON OF ORLAND PARK,14601 SOUTH JOHN HUMPHREY DR,ORLAND PARK,IL,60462,Cook,259.0
St. Clair,Lebanon Care Center ,No Match,2020-10-02,77,13,0.16883116883116886,1,0,1,1,,,,,,,,,
Cook,Dobson Plaza,145122,2020-10-02,77,21,0.2727272727272727,1,1,0,1,2020-12-06,145122,DOBSON PLAZA,120 DODGE AVENUE,EVANSTON,IL,60202,Cook,97.0
Cook,Elevate Care Northbrook,145171,2020-10-02,77,16,0.2077922077922078,1,0,1,1,2020-12-06,145171,ELEVATE CARE NORTHBROOK,270 SKOKIE HIGHWAY,NORTHBROOK,IL,60062,Cook,298.0
Cook,Lieberman Geriatric Center,145931,2020-10-02,76,8,0.10526315789473684,1,0,1,1,2020-12-06,145931,LIEBERMAN CENTER FOR HEALTH & REHAB,9700 GROSS POINT ROAD,SKOKIE,IL,60076,Cook,240.0
Winnebago,River Bluff Nursing Home,145771,2020-10-02,75,14,0.18666666666666668,2,1,1,1,2020-12-06,145771,RIVER BLUFF NURSING HOME,4401 NORTH MAIN STREET,ROCKFORD,IL,61103,Winnebago,304.0
DuPage,Providence Healthcare & Rehabilitation Center,145657,2020-10-02,74,13,0.17567567567567569,1,0,1,1,2020-12-06,145657,PROVIDENCE DOWNERS GROVE,3450 SARATOGA AVENUE,DOWNERS GROVE,IL,60515,DuPage,
Cook,Alden Lincoln Park Rehab,145126,2020-10-02,74,12,0.16216216216216214,1,1,0,1,2020-12-06,145126,ALDEN LINCOLN REHAB & H C CTR,504 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,Cook,96.0
Cook,Buckingham Pavilion,145285,2020-10-02,74,13,0.17567567567567569,2,1,1,1,2020-12-06,145285,BUCKINGHAM PAVILION,2625 WEST TOUHY AVENUE,CHICAGO,IL,60645,Cook,235.0
Lake,Bayside Terrace,No Match,2020-10-02,74,2,0.027027027027027032,1,1,0,1,,,,,,,,,
Lake,Riverside Foundation,No Match,2020-10-02,74,5,0.06756756756756757,1,1,0,1,,,,,,,,,
Lake,Elevate Care Waukegan,145669,2020-10-02,74,13,0.17567567567567569,1,1,0,1,2020-12-06,145669,ELEVATE CARE WAUKEGAN,2222 WEST 14TH STREET,WAUKEGAN,IL,60085,Lake,271.0
DuPage,Abbington Rehab & Nursing Center,146065,2020-10-02,74,6,0.08108108108108109,1,0,1,1,2020-12-06,146065,ABBINGTON REHAB & NURSING CTR,31 WEST CENTRAL,ROSELLE,IL,60172,DuPage,82.0
Perry,Pinckneyville Nursing and Rehabilitation,146175,2020-10-02,73,10,0.136986301369863,1,0,1,1,2020-12-06,146175,PINCKNEYVILLE NURSING & REHAB,708 VIRGINIA COURT,PINCKNEYVILLE,IL,62274,Perry,60.0
Jefferson,GreenTree at Mt. Vernon,No Match,2020-10-02,73,16,0.2191780821917808,1,1,0,1,,,,,,,,,
Cook,Alden Wentworth  Rehab & Healthcare Center,No Match,2020-10-02,73,15,0.2054794520547945,1,0,1,1,,,,,,,,,
Kane,Citadel of Elgin,145004,2020-10-02,73,10,0.136986301369863,1,1,0,1,2020-12-06,145004,CITADEL CARE CENTER-ELGIN,180 SOUTH STATE STREET,ELGIN,IL,60123,Kane,88.0
Winnebago,Amberwood,145908,2020-10-02,72,11,0.1527777777777778,1,1,0,1,2020-12-06,145908,AMBERWOOD CARE CENTRE,2313 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,Winnebago,132.0
Will,Presence Villa Franciscan,145029,2020-10-02,72,16,0.2222222222222222,2,1,1,1,2020-12-06,145029,ASCENSION VILLA FRANCISCAN,210 NORTH SPRINGFIELD AVENUE,JOLIET,IL,60435,Will,154.0
DuPage,Lexington of Bloomingdale,145638,2020-10-02,72,21,0.2916666666666667,1,0,1,1,2020-12-06,145638,LEXINGTON HLTH CR CTR-BLMNGDL,165 SOUTH BLOOMINGDALE ROAD,BLOOMINGDALE,IL,60108,DuPage,142.0
Richland,Richland Nursing and Rehab,145135,2020-10-02,72,5,0.06944444444444445,1,0,1,1,2020-12-06,145135,RICHLAND NURSING & REHAB,900 EAST SCOTT STREET,OLNEY,IL,62450,Richland,
DuPage,DuPage Care Center,145050,2020-10-02,72,4,0.05555555555555555,1,0,1,1,2020-12-06,145050,DUPAGE CARE CENTER,400 N COUNTY FARM RD,WHEATON,IL,60187,DuPage,368.0
Cook,Elevate Care Irving Park,145415,2020-10-02,71,13,0.18309859154929575,1,1,0,1,2020-12-06,145415,ELEVATE CARE IRVING PARK,4340 NORTH KEYSTONE,CHICAGO,IL,60641,Cook,101.0
McHenry,Cross Roads Care Center,145222,2020-10-02,71,13,0.18309859154929575,1,1,0,1,2020-12-06,145222,CROSSROADS CARE CTR WOODSTOCK,309 MCHENRY AVENUE,WOODSTOCK,IL,60098,McHenry,115.0
Cook,Chicago Ridge Nursing and Rehab,145639,2020-10-02,71,17,0.23943661971830985,1,1,0,1,2020-12-06,145639,CHICAGO RIDGE NURSING CENTER,10602 SOUTHWEST  HIGHWAY,CHICAGO RIDGE,IL,60415,Cook,231.0
Coles,Hilltop Skilled Nursing,145862,2020-10-02,71,4,0.056338028169014086,1,0,1,1,2020-12-06,145862,HILLTOP SKILLED NSG & REHAB,910 WEST POLK STREET,CHARLESTON,IL,61920,Coles,108.0
Madison,Riverside Rehab and Healthcare,145651,2020-10-02,70,17,0.24285714285714285,2,1,1,1,2020-12-06,145651,RIVERSIDE REHAB & HEALTHCARE,3490 HUMBERT ROAD,ALTON,IL,62002,Madison,180.0
Will,St James Manor,145611,2020-10-02,70,21,0.3,1,0,1,1,2020-12-06,145611,ST JAMES WELLNESS REHAB VILLAS,1251 EAST RICHTON ROAD,CRETE,IL,60417,Will,110.0
DuPage,Bridgeway Senior Living,No Match,2020-10-02,69,7,0.10144927536231883,1,0,1,1,,,,,,,,,
Cook,Waterfront Terrace,145939,2020-10-02,69,13,0.18840579710144928,1,1,0,1,2020-12-06,145939,WATERFRONT TERRACE,7750 SOUTH SHORE DRIVE,CHICAGO,IL,60649,Cook,118.0
DeKalb,Willow Crest Nursing Pavilion,145712,2020-10-02,69,13,0.18840579710144928,1,0,1,1,2020-12-06,145712,WILLOW CREST NURSING PAVILION,515 NORTH MAIN,SANDWICH,IL,60548,DeKalb,106.0
McHenry,Hearthstone Manor ,No Match,2020-10-02,69,7,0.10144927536231883,1,1,0,1,,,,,,,,,
Peoria,Apostolic Christian Skyline,145933,2020-10-02,69,7,0.10144927536231883,1,0,1,1,2020-12-06,145933,APOSTOLIC CHRISTIAN SKYLINES,7023 NORTH EAST SKYLINE DRIVE,PEORIA,IL,61614,Peoria,57.0
St. Clair,BRIA of Belleville,145668,2020-10-02,69,7,0.10144927536231883,1,0,1,1,2020-12-06,145668,BRIA OF BELLEVILLE,150 NORTH 27TH STREET,BELLEVILLE,IL,62226,St. Clair,
Cook,Smith Village,145904,2020-10-02,68,14,0.2058823529411765,1,1,0,1,2020-12-06,145904,SMITH VILLAGE,2320 WEST 113TH PLACE,CHICAGO,IL,60643,Cook,
Cook,Arden Courts/Manor Care of South Holland ,No Match,2020-10-02,68,8,0.1176470588235294,1,0,1,1,,,,,,,,,
Will,The PARC of Joliet,145221,2020-10-02,68,17,0.25,1,1,0,1,2020-12-06,145221,PARC JOLIET,222 NORTH HAMMES,JOLIET,IL,60435,Will,175.0
Cook,Countryside Nursing and Rehab Center,145798,2020-10-02,67,11,0.16417910447761194,1,0,1,1,2020-12-06,145798,COUNTRYSIDE NURSING & REHAB CTR,1635 EAST 154TH STREET,DOLTON,IL,60419,Cook,197.0
Lake,Whitehall of Deerfield,145706,2020-10-02,67,3,0.04477611940298507,1,1,0,1,2020-12-06,145706,"WHITEHALL NORTH, THE",300 WAUKEGAN ROAD,DEERFIELD,IL,60015,Lake,175.0
Cook,Bridgeview HC,145208,2020-10-02,67,15,0.22388059701492535,1,0,1,1,2020-12-06,145208,BRIDGEVIEW HEALTH CARE CENTER,8100 SOUTH HARLEM AVENUE,BRIDGEVIEW,IL,60455,Cook,
Cook,ManorCare Palos Heights East,145607,2020-10-02,67,12,0.1791044776119403,1,0,1,1,2020-12-06,145607,MANORCARE OF PALOS HEIGHTS EAST,7850 WEST COLLEGE DRIVE,PALOS HEIGHTS,IL,60463,Cook,168.0
Lake,Belmont Village of Buffalo Grove,No Match,2020-10-02,66,19,0.2878787878787879,1,1,0,1,,,,,,,,,
Madison,Meridian Village,146142,2020-10-02,66,4,0.060606060606060615,1,0,1,1,2020-12-06,146142,MERIDIAN VILLAGE CARE CENTER,27 AUERBACH PLACE,GLEN CARBON,IL,62034,Madison,70.0
Cook,Citadel of Waterford,No Match,2020-10-02,66,13,0.19696969696969696,1,0,1,1,,,,,,,,,
Lake,Wauconda Care,145887,2020-10-02,65,16,0.24615384615384614,1,1,0,1,2020-12-06,145887,WAUCONDA CARE,176 THOMAS COURT,WAUCONDA,IL,60084,Lake,135.0
Morgan,Aperion Care Jacksonville,145928,2020-10-02,65,4,0.061538461538461535,1,0,1,1,2020-12-06,145928,APERION CARE JACKSONVILLE,1021 NORTH CHURCH STREET,JACKSONVILLE,IL,62650,Morgan,113.0
Will,Sunny Hill Nursing Home,145892,2020-10-02,63,16,0.25396825396825395,2,1,1,1,2020-12-06,145892,SUNNY HILL NURSING HOME OF WILL COUNTY,421 DORIS AVENUE,JOLIET,IL,60433,Will,157.0
