County,FacilityName,confirmed_cases,deaths,CFR,outbreaks
Winnebago,Alden Debes Rehabilitation & Health Care Center,3,0,0.0,1
Adams,Chaddock,3,0,0.0,1
Woodford,Apostolic Christian Home of Roanoke ,3,0,0.0,1
Winnebago,Walter Lawson Childrens,3,0,0.0,1
Winnebago,The Atrium Memory Care Community,3,0,0.0,1
Winnebago,Siena on Brendenwood,3,0,0.0,1
Winnebago,Riverbluff Nursing Home ,3,0,0.0,1
LaSalle,Hawthorne Inn Assisted Living,3,0,0.0,1
Winnebago,NorthPointe Terrace (3),3,0,0.0,1
Winnebago,Mosaic - Appletree Group Home,3,0,0.0,1
Bureau,St. Margarets Living Center,3,0,0.0,1
Knox,Heartland Health,3,0,0.0,1
Winnebago,Fair Oaks Rehabilitation and Health Care Center,3,0,0.0,1
Kendall,Hillside Rehab and Care Center,3,1,0.3333333333333333,1
Lake,Pavilion of Waukegan,3,0,0.0,1
Williamson,Integrity Healthcare of Marion,3,0,0.0,1
Logan,St. Claras Manor,3,0,0.0,1
Clark,Marshall Rehab,3,0,0.0,1
Clay,Heritage Woods of Flora ,3,0,0.0,1
Lake,Sunrise of Gurnee,3,0,0.0,1
Lake,Symphony of Buffalo Grove,3,0,0.0,1
Lake,The Grove at the Lake,3,0,0.0,1
Lake,Victory Centre of Vernon Hills,3,0,0.0,1
Cook,Alden Estates of Skokie ,3,0,0.0,1
Cook,Alden Town Manor Care,3,0,0.0,1
Cook,All Saints,3,0,0.0,1
Hancock,Montebello Healthcare Center,3,1,0.3333333333333333,1
Kane,Northern Illinois Academy ,3,0,0.0,1
Livingston,Heritage Health - Dwight,3,0,0.0,1
Logan,Generations at Lincoln,3,0,0.0,1
Will,Heritage Woods of Bolingbrook,3,0,0.0,1
Lawrence,United Methodist Village,3,0,0.0,1
Cook,Villas South Holland,3,0,0.0,1
Marion,Bryan Manor,3,0,0.0,1
Rock Island,Heritage Woods of Moline,3,0,0.0,1
Rock Island,Amber Ridge,3,0,0.0,1
St. Clair,Caseyville Care Center2,3,0,0.0,1
Cook,The Mooring of Arlington heights,3,0,0.0,1
DuPage,Belmont Village Senior Living,3,0,0.0,1
Effingham,LAKELAND REHABILITATION & HEALTH CARE,3,0,0.0,1
St. Clair,Bradford Place,3,0,0.0,1
Cook,MacNeal Memorial Hospital Rehab/LTC,3,0,0.0,1
McHenry,Melody Living in LITH,3,0,0.0,1
Cook,Sunrise of Lincoln Park,3,0,0.0,1
McHenry,Sunrise of Crystal Lake Assisted Living and Memory,3,0,0.0,1
Randolph,Three Springs Lodge,3,0,0.0,1
Cook,Sunrise Palos Park,3,1,0.3333333333333333,1
Morgan,The Pointe,3,0,0.0,1
McHenry,Valley Hi,3,0,0.0,1
Sangamon,Hope School James Group Home,3,0,0.0,1
DuPage,Cedarhurst Naperville,3,0,0.0,1
Rock Island,Park Vista,3,0,0.0,1
Morgan,Heritage Health Jacksonville,3,0,0.0,1
Cook,Presence Maryhaven,3,0,0.0,1
DuPage,Forest View Rehabilitation & Nursing Center,3,0,0.0,1
St. Clair,Cedarhurst of Shiloh2,3,0,0.0,1
Cook,Pioneer Gardens,3,0,0.0,1
St. Clair,Morningside of Shiloh,3,0,0.0,1
Marion,Twin Willows Nursing Center,3,0,0.0,1
St. Clair,Swansea Care & Rehab2,3,0,0.0,1
Cook,Westbrook Senior Living,3,0,0.0,1
McDonough,The Elms Nursing Home,3,0,0.0,1
Marion,Centralia Manor,3,0,0.0,1
Marion,Fireside House of Centralia,3,0,0.0,1
Cook,Good Shepherd Manor,3,1,0.3333333333333333,1
Cook,Franciscan Village - Mother Teresa House,3,0,0.0,1
McDonough,Courtyard Estates,3,0,0.0,1
Cook,Victory Center of Park Forest,2,0,0.0,1
Lake,Radford Green of Sedgebrook,2,0,0.0,1
Williamson,Villas of Hollybrook ,2,0,0.0,1
Williamson,The Anchor of the Voyage Senior Living ,2,0,0.0,1
Christian,Prairie Rose,2,0,0.0,1
Christian,Taylorville Estates,2,0,0.0,1
Lake,Seymour Terrace ,2,0,0.0,1
Christian,Taylorville Hickory Estates,2,0,0.0,1
Williamson,Fifth Seasons Assisted Living ,2,0,0.0,1
Christian,Hickory Estates of Pana,2,0,0.0,1
Christian,Villas of Holly Brook,2,0,0.0,1
Crawford,Heritage Health,2,0,0.0,1
Will,WILLOW FALLS ASSISTED LIVING,2,0,0.0,1
Lake,Sunrise Senior Living of Gurnee,2,0,0.0,1
DeKalb,Bethany Rehab and Health Care Center #2,2,0,0.0,1
Woodford,Snyder Village Assisted Living ,2,0,0.0,1
Lake,Sunrise of Highland Park,2,0,0.0,1
DeKalb,Heritage Woods of DeKalb,2,0,0.0,1
Lake,Alden of Long Grove Rehab and HCC,2,0,0.0,1
Christian,Heritage Health of Pana,2,0,0.0,1
Lake,Cottages of Fox Lake,2,0,0.0,1
Bureau,Heritage Health,2,0,0.0,1
DuPage,Alden Old Town West,2,0,0.0,1
Winnebago,North Pointe Terrace (2),2,0,0.0,1
DuPage,Alden Springs ,2,0,0.0,1
DuPage,Artis Elmhurst,2,0,0.0,1
Knox,Kensington Nursing Home,2,0,0.0,1
Cook,Victory Center Sierra Ridge,2,0,0.0,1
Cook,Victory Center of River Oaks,2,0,0.0,1
Knox,Courtyard Estates of Knoxville,2,0,0.0,1
Lake,Lake Barrington Woods,2,0,0.0,1
Clinton,Warren G Murray Developmental Center,2,0,0.0,1
LaSalle,Heritage Woods of Ottawa,2,0,0.0,1
DuPage,Alden Gardens of Bloomingdale Supportive Living ,2,0,0.0,1
Cook,The Grove,2,0,0.0,1
Lake,Mount St. Josephs,2,0,0.0,1
Lake,Brookdale- Hawthorn Lakes,2,0,0.0,1
Lake,Oak Hill Supportive Living ,2,0,0.0,1
Lake,APERION CARE HIGHWOOD,2,0,0.0,1
Champaign,Illini Heritage Rehab and Health,2,0,0.0,1
Cook,The Auberge,2,0,0.0,1
Douglas,Arcola Health Care,2,0,0.0,1
Cook,Thornton Heights Terrace,2,0,0.0,1
Kane,South Elgin Rehab ,2,0,0.0,1
Cook,Presence Bethlehem Woods,2,0,0.0,1
Franklin,Benton Health Care,2,0,0.0,1
Fayette,Sarah Bush Lincoln Fayette County Hospital,2,0,0.0,1
McHenry,Crossroads Care Center,2,0,0.0,1
Wayne,Cisne Rehab and Health Care Center,2,0,0.0,1
Ford,Accolade Healthcare of Paxton Senior Living,2,0,0.0,1
Madison,Cedarhurst of Edwardsville,2,0,0.0,1
Washington,"Washington County Hospital, Long Term Care Unit",2,1,0.5,1
Warren,Courtyard Estates of Monmouth,2,0,0.0,1
Jo Daviess,Waverly Place of Stockton,2,0,0.0,1
McDonough,Wesley Village Healthcare,2,1,0.5,1
Cook,Heartis Village of Orland Park,2,0,0.0,1
Vermilion,Heritage Health,2,0,0.0,1
Jersey,Jerseyville Nursing and Rehab Facility,2,0,0.0,1
Madison,Faith Coutryside Homes Assisted Living,2,0,0.0,1
Montgomery,Montgomery Nursing and Rehab Center,2,0,0.0,1
Franklin,Helia Healthcare Frankfort Care Center,2,0,0.0,1
Madison,Highland Healthcare,2,0,0.0,1
Cook,Garden Center Services-home facility,2,0,0.0,1
Franklin,Westside Rehab and CAre,2,0,0.0,1
Mason,Havana Health Care ,2,0,0.0,1
Cook,Concord  Place,2,0,0.0,1
Cook,Friendship Village of Schaumburg,2,0,0.0,1
Tazewell,Lakeside Rehab and Healthcare,2,0,0.0,1
Tazewell,Generations Riverview Senior Living,2,0,0.0,1
Cook,DD Homes,2,0,0.0,1
Cook,Eden Supportive Living,2,0,0.0,1
St. Clair,The Esquiline - Dammert Center,2,0,0.0,1
Effingham,Lutheran Care Center,2,0,0.0,1
Cook,MADO Healthcare Uptown #2,2,0,0.0,1
Cook,Bethane Place,2,0,0.0,1
Whiteside,Kreiders ,2,0,0.0,1
Montgomery,Hillsboro Rehab And Healthcare,2,0,0.0,1
DuPage,Independence Spring Meadows Naperville,2,0,0.0,1
Lake,Village at Victory Lakes,2,0,0.0,1
Cook,Park Lawn Residential Center,2,0,0.0,1
DuPage,Lacey Creek Supportive Living,2,0,0.0,1
Cook,Alden North Shore,2,0,0.0,1
St. Clair,The Atrium,2,0,0.0,1
DuPage,Park Place Health and Wellness Center ,2,0,0.0,1
DuPage,Philip J Rock Center & School ,2,0,0.0,1
Sangamon,Timberlake Supportive Living,2,0,0.0,1
Cook,New City Supportive Living,2,0,0.0,1
McHenry,Three Oaks Assisted Living and Memory Care,2,0,0.0,1
DuPage,Tabor Hills Supportive Living,2,0,0.0,1
Cook,Marklund Wasmond Center,2,0,0.0,1
McHenry,The Fountains (2),2,0,0.0,1
Macon,Eagle Ridge Assisted Living Center,2,0,0.0,1
Shelby,Shelbyville Rehabilitation and Health Care Center,2,0,0.0,1
Kane,Ekstam Assisted Living,2,0,0.0,1
Cook,Autumn Green at Wright Campus,2,0,0.0,1
Macon,Primrose Retirement Community of Decatur,2,0,0.0,1
Cook,Barton Senior Living,2,0,0.0,1
DuPage,Thrive of Lisle Rehabilitation Center,2,0,0.0,1
Whiteside,Windsor Manor Morrison,2,0,0.0,1
Cook,Bellwood Development Center,2,0,0.0,1
Whiteside,Pleasant View Rehab,2,0,0.0,1
DeKalb,Bethany Rehabilitation and Health Care Center,2,0,0.0,1
