County,Provider Name,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities,VLOOKUP,Change Score
DeKalb,BETHANY REHAB AND HEALTH CARE CENTER #2,2020-11-13,11,0,0.0,1,1,BETHANY REHAB & HCC,86
DeKalb,BETHANY REHABILITATION AND HEALTH CARE CENTER,2020-11-13,2,0,0.0,1,1,BETHANY REHAB & HCC,86
DeKalb,DEKALB COUNTY REHAB AND NURSING,2020-11-13,20,0,0.0,2,1,DEKALB COUNTY REHAB & NURSING,95
DeKalb,HERITAGE WOODS OF DEKALB,2020-11-13,4,0,0.0,1,1,PRAIRIE CROSSING LVG & REHAB,42
DeKalb,LINCOLNSHIRE PLACE,2020-11-13,7,0,0.0,1,1,OAK CREST,38
DeKalb,OAKCREST DEKALB AREA RETIREMENT CENTER,2020-11-13,20,1,0.05,1,1,OAK CREST,80
DeKalb,OPPORTUNITY HOUSE,2020-11-13,15,0,0.0,1,1,DEKALB COUNTY REHAB & NURSING,42
DeKalb,PINE ACRES,2020-11-13,82,12,0.14634146341463414,1,1,PINE ACRES REHAB & LIVING CTR,90
DeKalb,PRAIRIE CROSSING LIVING AND REHAB,2020-11-13,4,0,0.0,1,1,PRAIRIE CROSSING LVG & REHAB,89
DeKalb,WILLOW CREST NURSING PAVILION,2020-11-13,68,15,0.22058823529411764,1,1,WILLOW CREST NURSING PAVILION,100
Douglas,ARCOLA HEALTH CARE,2020-11-13,2,0,0.0,1,1,ARCOLA HEALTH CARE CENTER,95
Douglas,TUSCOLA HEALTH CARE CENTER,2020-11-13,10,1,0.1,1,1,TUSCOLA HEALTH CARE CENTER,100
DuPage,ABBINGTON REHAB & NURSING CENTER,2020-11-13,74,6,0.08108108108108109,1,1,ABBINGTON REHAB & NURSING CTR,95
DuPage,ALDEN ESTATES OF NAPERVILLE,2020-11-13,106,21,0.19811320754716985,2,1,ALDEN ESTATES OF NAPERVILLE,100
DuPage,ALDEN GARDENS OF BLOOMINGDALE SUPPORTIVE LIVING,2020-11-13,2,0,0.0,1,1,ALDEN ESTATES OF NAPERVILLE,86
DuPage,ALDEN OF OLD TOWN EAST,2020-11-13,5,0,0.0,2,1,ALDEN ESTATES OF NAPERVILLE,54
DuPage,ALDEN OLD TOWN EAST,2020-11-13,4,0,0.0,1,1,ALDEN VALLEY RIDGE REHAB & HCC,86
DuPage,ALDEN OLD TOWN WEST,2020-11-13,2,0,0.0,1,1,ALDEN VALLEY RIDGE REHAB & HCC,86
DuPage,ALDEN SPRINGS,2020-11-13,2,0,0.0,1,1,ALDEN ESTATES OF NAPERVILLE,86
DuPage,ALDEN TRAILS,2020-11-13,8,0,0.0,2,1,ALDEN ESTATES OF NAPERVILLE,86
DuPage,ALDEN VALLEY RIDGE,2020-11-13,44,22,0.5,1,1,ALDEN VALLEY RIDGE REHAB & HCC,90
DuPage,ALDEN VILLAGE,2020-11-13,15,0,0.0,2,1,ALDEN ESTATES OF NAPERVILLE,86
DuPage,ALDEN VILLAGE BLOOMINGDALE,2020-11-13,22,2,0.09090909090909093,1,1,ALDEN ESTATES OF NAPERVILLE,53
DuPage,APERION CARE WEST CHICAGO,2020-11-13,48,8,0.16666666666666666,2,1,APERION CARE WEST CHICAGO,100
DuPage,ARISTA HEALTHCARE NAPERVILLE,2020-11-13,102,4,0.0392156862745098,3,1,ARISTA HEALTHCARE,90
DuPage,ARTIS ELMHURST,2020-11-13,2,0,0.0,1,1,ELMHURST EXTENDED CARE CENTER,86
DuPage,ARTIS SENIOR LIVING ELMHURST,2020-11-13,42,20,0.4761904761904762,1,1,BRIDGEWAY SENIOR LIVING,68
DuPage,ARTIS SENIOR LIVING OF BARTLETT,2020-11-13,29,12,0.4137931034482759,1,1,BRIA OF WESTMONT,86
DuPage,ASPIRED LIVING OF WESTMONT,2020-11-13,29,4,0.13793103448275862,2,1,BRIA OF WESTMONT,86
DuPage,ATRIA PARK OF GLEN ELLYN,2020-11-13,36,4,0.1111111111111111,2,1,BRIA OF WESTMONT,86
DuPage,BEACON HILL LOMBARD,2020-11-13,46,6,0.13043478260869565,1,1,BEACON HILL,90
DuPage,BELMONT VILLAGE SENIOR LIVING,2020-11-13,17,0,0.0,1,1,BRIDGEWAY SENIOR LIVING,69
DuPage,BELMONT VILLAGE SENIOR LIVING CAROL STREAM,2020-11-13,30,5,0.16666666666666666,1,1,BRIDGEWAY SENIOR LIVING,86
DuPage,BRIA OF WESTMONT,2020-11-13,152,29,0.19078947368421054,1,1,BRIA OF WESTMONT,100
DuPage,BRIDGEWAY OF BENSENVILLE,2020-11-13,4,0,0.0,1,1,BRIA OF WESTMONT,86
DuPage,BRIDGEWAY OF BENSENVILLE IL/AL,2020-11-13,3,0,0.0,1,1,BRIA OF WESTMONT,86
DuPage,BRIDGEWAY SENIOR LIVING,2020-11-13,69,7,0.10144927536231883,1,1,BRIDGEWAY SENIOR LIVING,100
DuPage,BRIGHTON GARDENS OF WHEATON,2020-11-13,2,0,0.0,1,1,BRIA OF WESTMONT,86
DuPage,BROOKDALE BURR RIDGE,2020-11-13,23,5,0.21739130434782608,2,1,BROOKDALE BURR RIDGE,100
DuPage,BROOKDALE GLEN ELLYN,2020-11-13,8,1,0.125,1,1,BROOKDALE PLAZA LISLE SNF,67
DuPage,BROOKDALE LISLE,2020-11-13,56,9,0.16071428571428573,2,1,BROOKDALE PLAZA LISLE SNF,86
DuPage,BROOKDALE LISLE ASSISTED AND INDEPENDENT LIVING,2020-11-13,8,0,0.0,1,1,BRIDGEWAY SENIOR LIVING,86
DuPage,BURGESS SQUARE HEALTHCARE & REHAB CENTER,2020-11-13,48,3,0.0625,2,1,BURGESS SQUARE HEALTHCARE CTR,88
DuPage,CEDARHURST NAPERVILLE,2020-11-13,3,0,0.0,1,1,"PEARL OF NAPERVILLE, THE",65
DuPage,CEDARHURST OF NAPERVILLE,2020-11-13,5,1,0.2,1,1,BRIA OF WESTMONT,86
DuPage,CHATEAU CENTER NURSING & REHABILITATION,2020-11-13,64,14,0.21875,2,1,DUPAGE CARE CENTER,86
DuPage,CLARENDALE OF ADDISON,2020-11-13,27,4,0.14814814814814814,2,1,ALDEN ESTATES OF NAPERVILLE,51
DuPage,DUPAGE CARE CENTER,2020-11-13,95,4,0.042105263157894736,1,1,DUPAGE CARE CENTER,100
DuPage,FOREST VIEW REHABILITATION & NURSING CENTER,2020-11-13,5,0,0.0,1,1,FOREST VIEW REHAB & NURSING CENTER,88
DuPage,FORESTVIEW REHABILITATION & NURSING CENTER,2020-11-13,118,18,0.15254237288135594,1,1,FOREST VIEW REHAB & NURSING CENTER,87
DuPage,FRANCISCAN COURT SUPPORTIVE LIVING,2020-11-13,45,4,0.08888888888888889,1,1,COVENANT LIVING - WINDSOR PARK,52
DuPage,HARBOR CHASE OF NAPERVILLE,2020-11-13,6,0,0.0,1,1,BRIA OF WESTMONT,86
DuPage,HARBOR CHASE OF NAPERVILLE ASSISTED LIVING,2020-11-13,14,0,0.0,1,1,ALDEN ESTATES OF NAPERVILLE,86
DuPage,HARVESTER PLACE MEMORY CARE,2020-11-13,38,13,0.34210526315789475,1,1,DUPAGE CARE CENTER,86
DuPage,INDEPENDENCE SPRING MEADOWS NAPERVILLE,2020-11-13,4,0,0.0,1,1,"PEARL OF NAPERVILLE, THE",86
DuPage,LACEY CREEK SUPPORTIVE LIVING,2020-11-13,2,0,0.0,1,1,BRIDGEWAY SENIOR LIVING,55
DuPage,LAKEVIEW MEMORY CARE COMMUNITY,2020-11-13,27,8,0.2962962962962963,1,1,DUPAGE CARE CENTER,86
DuPage,LEXINGTON OF BLOOMINGDALE,2020-11-13,72,21,0.2916666666666667,1,1,BRIA OF WESTMONT,86
DuPage,LEXINGTON OF ELMHURST,2020-11-13,32,13,0.40625,3,1,LEXINGTON OF ELMHURST,100
DuPage,LEXINGTON OF LOMBARD,2020-11-13,43,12,0.2790697674418605,1,1,LEXINGTON HLTH CR CTR-LOMBARD,87
DuPage,LEXINGTON SQUARE ELMHURST AL/IL,2020-11-13,22,0,0.0,2,1,LEXINGTON OF ELMHURST,87
DuPage,LEXINGTON SQUARE LOMBARD,2020-11-13,7,0,0.0,2,1,LEXINGTON HLTH CR CTR-LOMBARD,79
DuPage,MANORCARE HINSDALE,2020-11-13,173,37,0.2138728323699422,2,1,MANORCARE OF HINSDALE,95
DuPage,MAPLE GLEN MEMORY CARE,2020-11-13,6,0,0.0,1,1,OAK BROOK CARE,86
DuPage,MEADOWBROOK MANOR NAPERVILLE,2020-11-13,37,3,0.08108108108108109,1,1,MEADOWBROOK MANOR - NAPERVILLE,97
DuPage,NAPERVILLE MANOR HEALTH & REHAB CENTER,2020-11-13,11,1,0.09090909090909093,1,1,DUPAGE CARE CENTER,86
DuPage,OAK TRACE,2020-11-13,9,3,0.3333333333333333,1,1,OAK TRACE,100
DuPage,OAK TRACE SKILLED NURSING,2020-11-13,20,0,0.0,2,1,OAK TRACE,90
DuPage,OAKBROOK CARE,2020-11-13,103,24,0.2330097087378641,1,1,OAK BROOK CARE,96
DuPage,OAKBROOK CARE REHABILITATION & RECOVER,2020-11-13,33,0,0.0,1,1,APERION CARE WEST CHICAGO,86
DuPage,PARK PLACE HEALTH AND WELLNESS,2020-11-13,6,0,0.0,1,1,OAK TRACE,60
DuPage,PARK PLACE HEALTH AND WELLNESS CENTER,2020-11-13,2,0,0.0,1,1,DUPAGE CARE CENTER,86
DuPage,PHILIP J ROCK CENTER & SCHOOL,2020-11-13,3,0,0.0,1,1,DUPAGE CARE CENTER,86
DuPage,PROVIDENCE HEALTHCARE & REHABILITATION CENTER,2020-11-13,78,18,0.2307692307692308,2,1,ARISTA HEALTHCARE,86
DuPage,RAY GRAHAM IONA GLOS,2020-11-13,27,2,0.07407407407407407,1,1,OAK TRACE,48
DuPage,REHAB WITHOUT WALLS,2020-11-13,16,0,0.0,1,1,ABBINGTON REHAB & NURSING CTR,86
DuPage,SARATOGA GROVE,2020-11-13,16,0,0.0,2,1,"GROVE OF ELMHURST, THE",86
DuPage,ST. PATRICKS RESIDENCE NURSING & REHABILITATION,2020-11-13,4,0,0.0,1,1,ABBINGTON REHAB & NURSING CTR,86
DuPage,ST. PATRICKS RESIDENCE NURSING AND REHABILITATION,2020-11-13,37,2,0.054054054054054064,1,1,ABBINGTON REHAB & NURSING CTR,86
DuPage,SUNRISE FOUNTAIN SQUARE LOMBARD,2020-11-13,16,1,0.0625,1,1,BURGESS SQUARE HEALTHCARE CTR,47
DuPage,SUNRISE OF BLOOMINGDALE,2020-11-13,9,0,0.0,1,1,MANORCARE OF HINSDALE,59
DuPage,SUNRISE OF BLOOMINGDALE ASSISTED LIVING,2020-11-13,9,1,0.1111111111111111,2,1,BRIA OF WESTMONT,86
DuPage,SUNRISE OF NAPERVILLE NORTH ASSISTED LIVING,2020-11-13,56,4,0.07142857142857142,1,1,ALDEN ESTATES OF NAPERVILLE,86
DuPage,SUNRISE OF WILLOWBROOK ASSISTED LIVING,2020-11-13,12,1,0.08333333333333333,1,1,BRIA OF WESTMONT,86
DuPage,TABOR HILLS HEALTHCARE,2020-11-13,55,7,0.12727272727272726,3,1,TABOR HILLS HEALTH CARE FAC,90
DuPage,TABOR HILLS SUPPORTIVE LIVING,2020-11-13,3,0,0.0,1,1,BEACON HILL,58
DuPage,TERRA VISTA OF OAKBROOK TERRACE,2020-11-13,74,9,0.12162162162162166,2,1,BRIA OF WESTMONT,86
DuPage,THE AUBERGE AT NAPERVILLE,2020-11-13,51,5,0.09803921568627452,2,1,"PEARL OF NAPERVILLE, THE",72
DuPage,THE BIRCHES ASSISTED LIVING CLARENDON HILLS,2020-11-13,17,0,0.0,2,1,BRIDGEWAY SENIOR LIVING,86
DuPage,THE GROVE OF ELMHURST,2020-11-13,98,15,0.15306122448979592,1,1,"GROVE OF ELMHURST, THE",95
DuPage,THE PEARL NAPERVILLE,2020-11-13,7,0,0.0,1,1,"PEARL OF NAPERVILLE, THE",95
DuPage,THE RADCLIFF WOOD DALE,2020-11-13,22,2,0.09090909090909093,2,1,OAK TRACE,48
DuPage,THE SPRINGS OF MONARCH LANDING SKILLED NURSING,2020-11-13,46,4,0.08695652173913042,1,1,"SPRINGS AT MONARCH LANDING, THE",90
DuPage,THRIVE OF LISLE REHABILITATION CENTER,2020-11-13,3,0,0.0,1,1,BRIA OF WESTMONT,86
DuPage,VILLA ST. BENEDICT,2020-11-13,5,0,0.0,1,1,WHEATON VILLAGE NRSG & RHB CTR,50
DuPage,WEST CHICAGO TERRACE,2020-11-13,15,0,0.0,2,1,WEST CHICAGO TERRACE,100
DuPage,WEST SUBURBAN NURSING & REHABILITATION CENTER,2020-11-13,118,17,0.1440677966101695,1,1,WEST SUBURBAN NURSING & REHAB CENTER,89
DuPage,WESTBRIDGE ASSISTED LIVING WHEATON,2020-11-13,11,5,0.4545454545454545,2,1,BRIDGEWAY SENIOR LIVING,56
DuPage,WESTMONT MANOR HEALTH AND REHAB CENTER,2020-11-13,47,16,0.3404255319148936,1,1,BRIA OF WESTMONT,86
DuPage,WHEATON VILLAGE,2020-11-13,56,7,0.125,1,1,WHEATON VILLAGE NRSG & RHB CTR,90
DuPage,WINDSOR PARK MANOR,2020-11-13,109,21,0.1926605504587156,1,1,COVENANT LIVING - WINDSOR PARK,86
DuPage,WINFIELD WOODS HEALTHCARE CENTER,2020-11-13,12,0,0.0,2,1,WINFIELD WOODS HEALTHCARE CTR,95
DuPage,WYNSCAPE HEALTH AND REHABILITATION,2020-11-13,16,0,0.0,3,1,WYNSCAPE HEALTH & REHAB,79
Edgar,TWIN LAKES REHAB CENTER,2020-11-13,39,6,0.15384615384615385,1,1,TWIN LAKES REHAB & HEALTH CARE,78
Effingham,LAKELAND REHABILITATION & HEALTH CARE,2020-11-13,12,0,0.0,1,1,LUTHERAN CARE CENTER,86
Effingham,LUTHERAN CARE CENTER,2020-11-13,8,0,0.0,1,1,LUTHERAN CARE CENTER,100
Effingham,LUTHERAN CARE CENTER,2020-11-13,5,0,0.0,1,1,LUTHERAN CARE CENTER,100
Effingham,THE GLENWOOD,2020-11-13,4,0,0.0,1,1,LAKELAND REHAB & HEALTHCARE CENTER,45
Fayette,APERION CARE ST ELMO,2020-11-13,65,11,0.16923076923076924,1,1,APERION CARE ST ELMO,100
Fayette,SARAH BUSH LINCOLN FAYETTE COUNTY HOSPITAL,2020-11-13,2,0,0.0,1,1,FAYETTE COUNTY HOSPITAL,90
Fayette,VANDALIA REHABILITATION AND HEALTH CARE CENTER,2020-11-13,45,5,0.1111111111111111,1,1,APERION CARE ST ELMO,86
Ford,ACCOLADE HEALTHCARE,2020-11-13,5,0,0.0,1,1,ACCOLADE HC OF PAXTON ON PELLS,86
Ford,ACCOLADE HEALTHCARE OF PAXTON ON PELLS,2020-11-13,41,3,0.07317073170731707,1,1,ACCOLADE HC OF PAXTON ON PELLS,90
Ford,ACCOLADE HEALTHCARE OF PAXTON SENIOR LIVING,2020-11-13,2,0,0.0,1,1,ACCOLADE PAXTON SENIOR LIVING,95
Ford,ACCOLADE SENIOR LIVING,2020-11-13,16,0,0.0,1,1,ACCOLADE PAXTON SENIOR LIVING,95
Ford,GIBSON AREA HOSPITAL ANNEX,2020-11-13,4,0,0.0,1,1,GIBSON COMMUNITY HSP ANNEX,65
Ford,PIPER CITY REHAB,2020-11-13,71,12,0.16901408450704225,2,1,PIPER CITY REHAB & LIVING CTR,90
Franklin,BENTON HEALTH CARE,2020-11-13,2,0,0.0,1,1,WESTSIDE REHAB & CARE CENTER,86
Franklin,BENTON REHAB AND NUSING,2020-11-13,39,4,0.10256410256410256,1,1,FRANKFORT HEALTHCARE & REHAB CENTER,86
Franklin,HELIA HEALTHCARE OF BENTON,2020-11-13,7,0,0.0,1,1,HELIA HEALTHCARE OF BENTON,100
Franklin,HERITAGE WOODS OF BENTON,2020-11-13,4,0,0.0,1,1,HELIA HEALTHCARE OF BENTON,64
Franklin,WESTSIDE REHAB AND CARE,2020-11-13,2,0,0.0,1,1,FRANKFORT HEALTHCARE & REHAB CENTER,86
Fulton,FARMINGTON COUNTY MANOR,2020-11-13,5,0,0.0,1,1,FARMINGTON COUNTRY MANOR,98
Greene,WHITE HALL NURSING AND REHAB,2020-11-13,117,16,0.13675213675213674,1,1,WHITE HALL NURSING & REHAB CENTER,87
Grundy,PARKPOINTE,2020-11-13,31,3,0.0967741935483871,1,1,PARK POINTE HEALTHCARE & REHAB,81
Hancock,MONTEBELLO HEALTHCARE CENTER,2020-11-13,3,1,0.3333333333333333,1,1,MONTEBELLO HEALTHCARE CENTER,100
Iroquois,ARCADIA CARE CLIFTON (FORMERLY MERKLE KNIPPRATH),2020-11-13,5,0,0.0,1,1,A MERKLE C KNIPPRATH N H,86
Iroquois,ASCENSION PRESENCE MERKLE KNIPPRATH,2020-11-13,51,4,0.0784313725490196,1,1,A MERKLE C KNIPPRATH N H,76
Iroquois,GILMAN HEALTH CARE CENTER,2020-11-13,78,14,0.1794871794871795,1,1,GILMAN HEALTHCARE CENTER,98
Iroquois,PRAIRIEVIEW LUTHERAN HOME,2020-11-13,4,0,0.0,1,1,PRAIRIEVIEW LUTHERAN HOME,100
Iroquois,PRAIRIEVIEW LUTHERAN HOMES,2020-11-13,3,0,0.0,1,1,PRAIRIEVIEW LUTHERAN HOME,98
Iroquois,WATSEKA REHABILITATION AND HEALTHCARE,2020-11-13,8,0,0.0,1,1,GILMAN HEALTHCARE CENTER,86
Jackson,CENTURY ASSISTED LIVING,2020-11-13,4,0,0.0,1,1,INTEGRITY HC OF CARBONDALE,35
Jackson,INTEGRITY HEALTHCARE OF CARBONDALE,2020-11-13,41,5,0.12195121951219512,1,1,INTEGRITY HC OF CARBONDALE,89
Jackson,MANOR COURT OF CARBONDALE,2020-11-13,36,10,0.2777777777777778,2,1,MANOR COURT OF CARBONDALE,100
Jackson,NEURORESTORATIVE,2020-11-13,40,1,0.025,1,1,MANOR COURT OF CARBONDALE,44
Jackson,PRAIRIE LIVING AT CHAUTAUQUA,2020-11-13,8,1,0.125,1,1,INTEGRITY HC OF CARBONDALE,33
Jackson,THE LANDINGS AT REED STATION CROSSING,2020-11-13,2,0,0.0,1,1,INTEGRITY HC OF CARBONDALE,38
Jasper,NEWTON CARE CENTER,2020-11-13,50,8,0.16,1,1,NEWTON CARE CENTER,100
Jasper,VILLAS OF HOLLYBROOK,2020-11-13,8,0,0.0,1,1,NEWTON CARE CENTER,16
Jefferson,GREENTREE AT MT. VERNON,2020-11-13,73,16,0.2191780821917808,1,1,MOUNT VERNON HEALTH CARE CENTER,65
Jefferson,LAVENDER RIDGE MEMORY CARE,2020-11-13,13,3,0.2307692307692308,1,1,MOUNT VERNON HEALTH CARE CENTER,50
Jefferson,MT. VERNON COUNTRYSIDE MANOR,2020-11-13,3,0,0.0,1,1,MOUNT VERNON COUNTRYSIDE MANOR,93
Jefferson,MT. VERNON HEALTHCARE CENTER,2020-11-13,91,17,0.1868131868131868,1,1,MOUNT VERNON HEALTH CARE CENTER,92
Jefferson,NATURE TRAIL HEALTH CARE CENTER,2020-11-13,57,9,0.15789473684210525,1,1,NATURE TRAIL HEALTH CARE CENTER,100
Jersey,JERSEYVILLE ESTATES,2020-11-13,3,0,0.0,1,1,JERSEYVILLE NSG & REHAB CENTER,86
Jersey,JERSEYVILLE NURSING AND REHAB FACILITY,2020-11-13,2,0,0.0,1,1,JERSEYVILLE MANOR,86
Jersey,LIBERTY VILLAGE OF JERSEYVILLE,2020-11-13,100,18,0.18,1,1,JERSEYVILLE MANOR,86
Jo Daviess,GALENA STAUSS NURSING HOME,2020-11-13,28,7,0.25,2,1,GALENA STAUSS NURSING HOME,100
Jo Daviess,GALENA STAUSS SENIOR CARE,2020-11-13,4,0,0.0,1,1,GALENA STAUSS NURSING HOME,71
Jo Daviess,WAVERLY PLACE OF STOCKTON,2020-11-13,22,0,0.0,1,1,WAVERLY PLACE OF STOCKTON,100
Kane,ALDEN COURTS OF WATERFORD,2020-11-13,8,0,0.0,1,1,ALDEN COURTS OF WATERFORD,100
Kane,ALDEN ESTATES COURTS OF HUNTLEY,2020-11-13,9,0,0.0,1,1,ALDEN OF WATERFORD,86
Kane,ALDEN ESTATES-COURTS OF HUNTLEY,2020-11-13,14,0,0.0,1,1,ALDEN OF WATERFORD,86
Kane,ALDEN GARDENS OF WATERFORD,2020-11-13,6,0,0.0,2,1,ALDEN OF WATERFORD,95
Kane,ALDEN OF WATERFORD,2020-11-13,41,10,0.24390243902439024,1,1,ALDEN OF WATERFORD,100
Kane,ALDEN OF WATERFORD,2020-11-13,9,0,0.0,1,1,ALDEN OF WATERFORD,100
Kane,APERION CARE,2020-11-13,29,5,0.1724137931034483,1,1,APERION CARE ELGIN,90
Kane,APERION CARE ELGIN,2020-11-13,4,0,0.0,1,1,APERION CARE ELGIN,100
Kane,ARDEN COURTS OF GENEVA,2020-11-13,7,2,0.2857142857142857,1,1,BRIA OF GENEVA,86
Kane,ASBURY GARDENS,2020-11-13,92,19,0.2065217391304348,1,1,ASBURY GARDENS NSG & REHAB,90
Kane,ASBURY GARDENS,2020-11-13,34,2,0.05882352941176471,1,1,ASBURY GARDENS NSG & REHAB,90
Kane,ASSOCIATION FOR INDIVIDUAL DEVELOPMENT - VIOLET,2020-11-13,8,0,0.0,1,1,APERION CARE ELGIN,45
Kane,AUTUMN LEAVES OF ST. CHARLES,2020-11-13,32,3,0.09375,1,1,ALDEN OF WATERFORD,86
Kane,AVANTARA ELGIN,2020-11-13,37,4,0.10810810810810813,1,1,AVANTARA OF ELGIN,95
Kane,AVANTARA OF ELGIN,2020-11-13,48,3,0.0625,1,1,AVANTARA OF ELGIN,100
Kane,AVONDALE ESTATES OF ELGIN,2020-11-13,53,6,0.11320754716981132,1,1,AVONDALE ESTATES OF ELGIN,100
Kane,BATAVIA REHAB,2020-11-13,10,0,0.0,1,1,BATAVIA REHABILITATION & HEALTH CARE CENTER,90
Kane,BATAVIA REHABILITATION CENTER,2020-11-13,12,2,0.16666666666666666,1,1,BATAVIA REHABILITATION & HEALTH CARE CENTER,95
Kane,BICKFORD OF AURORA,2020-11-13,34,8,0.2352941176470588,3,1,ALDEN COURTS OF WATERFORD,51
Kane,BICKFORD OF ST. CHARLES,2020-11-13,4,0,0.0,1,1,BRIA OF GENEVA,86
Kane,BRIA OF GENEVA,2020-11-13,145,30,0.20689655172413796,1,1,BRIA OF GENEVA,100
Kane,BRIGHT OAKS,2020-11-13,5,0,0.0,1,1,HIGHLAND OAKS,67
Kane,BRIGHT OAKS OF AURORA,2020-11-13,17,4,0.2352941176470588,1,1,BRIA OF GENEVA,86
Kane,BRIGHTON GARDEN OF ST CHARLES,2020-11-13,3,1,0.3333333333333333,1,1,ALDEN OF WATERFORD,86
Kane,BRIGHTON GARDENS,2020-11-13,8,0,0.0,1,1,ASBURY GARDENS NSG & REHAB,86
Kane,CITADEL OF ELGIN,2020-11-13,75,10,0.13333333333333333,2,1,ALDEN COURTS OF WATERFORD,86
Kane,DUNHAM REHAB & HEALTHCARE,2020-11-13,8,0,0.0,2,1,DUNHAM REHAB & HEALTHCARE,100
Kane,DUNHAM REHABILITATION CENTER,2020-11-13,6,1,0.16666666666666666,1,1,BATAVIA REHABILITATION & HEALTH CARE CENTER,86
Kane,EDEN SUPPORTIVE LIVING,2020-11-13,4,0,0.0,2,1,APERION CARE ELGIN,45
Kane,EKSTAM ASSISTED LIVING,2020-11-13,2,0,0.0,1,1,HERITAGE HEALTH-ELGIN,47
Kane,ELMWOOD TERRACE,2020-11-13,38,6,0.15789473684210525,1,1,ELMWOOD TERRACE HEALTHCARE CTR,90
Kane,FOX KNOLL,2020-11-13,14,2,0.14285714285714285,1,1,FOX RIVER REHAB & HEALTHCARE,86
Kane,FOX KNOLL,2020-11-13,7,0,0.0,2,1,FOX RIVER REHAB & HEALTHCARE,86
Kane,FOX RIVER REHAB AND HEALTHCARE,2020-11-13,51,15,0.29411764705882354,1,1,FOX RIVER REHAB & HEALTHCARE,95
Kane,GREENFIELDS OF GENEVA,2020-11-13,16,0,0.0,2,1,GREENFIELDS OF GENEVA,100
Kane,GREENFIELDS OF GENEVA,2020-11-13,4,0,0.0,1,1,GREENFIELDS OF GENEVA,100
Kane,GROVE OF ST. CHARLES,2020-11-13,11,2,0.18181818181818185,1,1,GROVE OF ST CHARLES,97
Kane,HERITAGE HEALTH THERAPY AND SENIOR CARE,2020-11-13,40,3,0.075,1,1,APERION CARE ELGIN,86
Kane,HERITAGE WOOD AND WHITE OAKS OF SOUTH ELGIN,2020-11-13,24,2,0.08333333333333333,1,1,ALDEN COURTS OF WATERFORD,86
Kane,HERITAGE WOODS AND WHITE OAKS OF HUNTLEY,2020-11-13,11,0,0.0,1,1,ALDEN COURTS OF WATERFORD,86
Kane,HERITAGE WOODS OF BATAVIA,2020-11-13,49,1,0.020408163265306117,1,1,BATAVIA REHABILITATION & HEALTH CARE CENTER,86
Kane,HERITAGE WOODS OF SOUTH ELGIN,2020-11-13,19,3,0.15789473684210525,2,1,ALDEN OF WATERFORD,86
Kane,HIGHLAND OAKS,2020-11-13,61,4,0.06557377049180327,2,1,HIGHLAND OAKS,100
Kane,JENNINGS TERRACE,2020-11-13,31,1,0.03225806451612903,2,1,JENNINGS TERRACE,100
Kane,MARKLUND HYDE CENTER,2020-11-13,4,0,0.0,1,1,BATAVIA REHABILITATION & HEALTH CARE CENTER,86
Kane,MARKLUND HYDE CENTER,2020-11-13,3,0,0.0,1,1,BATAVIA REHABILITATION & HEALTH CARE CENTER,86
Kane,MICHEALSEN HEALTH CENTER,2020-11-13,6,0,0.0,1,1,MICHAELSEN HEALTH CENTER,96
Kane,NORTHERN ILLINOIS ACADEMY,2020-11-13,13,0,0.0,1,1,NORTH AURORA CARE CENTER,47
Kane,NORTHERN ILLINOIS ACADEMY,2020-11-13,6,0,0.0,1,1,NORTH AURORA CARE CENTER,47
Kane,RIVER GLEN,2020-11-13,6,0,0.0,1,1,FOX RIVER REHAB & HEALTHCARE,86
Kane,RIVER VIEW REHAB,2020-11-13,39,0,0.0,1,1,RIVER VIEW REHAB CENTER,95
Kane,RIVERVIEW REHAB CENTER,2020-11-13,13,0,0.0,1,1,RIVER VIEW REHAB CENTER,98
Kane,SOUTH ELGIN REHAB,2020-11-13,35,1,0.028571428571428567,1,1,SOUTH ELGIN REHAB & HCC,95
Kane,SOUTH ELGIN REHAB,2020-11-13,2,0,0.0,1,1,SOUTH ELGIN REHAB & HCC,95
Kane,SUNNYMERE,2020-11-13,11,0,0.0,1,1,DUNHAM REHAB & HEALTHCARE,50
Kane,SYMPHONY OF ORCHARD VALLEY,2020-11-13,126,24,0.19047619047619047,2,1,SYMPHONY OF ORCHARD VALLEY,100
Kane,SYMPHONY ORCHARD VALLEY,2020-11-13,11,0,0.0,1,1,SYMPHONY OF ORCHARD VALLEY,95
Kane,THE GROVE FOX VALLEY,2020-11-13,45,1,0.022222222222222227,2,1,"GROVE OF FOX VALLEY,THE",95
Kane,THE GROVE OF FOX VALLEY,2020-11-13,7,0,0.0,1,1,"GROVE OF FOX VALLEY,THE",95
Kane,THE GROVE ST. CHARLES,2020-11-13,12,0,0.0,2,1,GROVE OF ST CHARLES,86
Kane,THE SHERIDAN AT TYLER CREEK,2020-11-13,7,0,0.0,2,1,BATAVIA REHABILITATION & HEALTH CARE CENTER,48
Kane,TOWER HILL HEALTHCARE CENTER,2020-11-13,174,30,0.1724137931034483,2,1,TOWER HILL HEALTHCARE CENTER,100
Kane,VISTAS FOX VALLEY,2020-11-13,7,0,0.0,1,1,FOX RIVER REHAB & HEALTHCARE,86
Kane,WHITE OAKS AT SOUTH ELGIN,2020-11-13,5,1,0.2,1,1,HIGHLAND OAKS,86
