STATE_ReportingDate,CMS_Provider State,STATE_County,CMS_Provider City,STATE_FacilityName,STATE_CMS_ProvNum,STATE_confirmed_cases,STATE_deaths,STATE_MatchingDate,CMS_Week Ending,CMS_Federal Provider Number
2020-10-30,IL,Cook,ELMWOOD PARK,Generations at Elmwood Park,145419,89,19,2020-11-01,2020-11-01,145419
2020-10-30,IL,Cook,NILES,Generations at Regency,145237,132,33,2020-11-01,2020-11-01,145237
2020-10-30,IL,Cook,GLENVIEW,Glenview Terrace,145268,190,33,2020-11-01,2020-11-01,145268
2020-10-30,,Cook,,Glenwood Health Care & Rehab,No Match,89,5,2020-11-01,,
2020-10-30,,Cook,,Golfview Developmental Center,No Match,123,11,2020-11-01,,
2020-10-30,,Cook,,Good Shepherd Manor,No Match,3,1,2020-11-01,,
2020-10-30,,Cook,,Grace Point Place Memory Care,No Match,24,8,2020-11-01,,
2020-10-30,,Cook,,Grand Regency of South Shore,No Match,6,0,2020-11-01,,
2020-10-30,IL,Cook,WHEELING,Greek American Rehab & Care,146031,29,2,2020-11-01,2020-11-01,146031
2020-10-30,,Cook,,Greenview Place Senior Living,No Match,9,0,2020-11-01,,
2020-10-30,,Cook,,Greenwood Care-Evanston,No Match,9,0,2020-11-01,,
2020-10-30,IL,Cook,NILES,Grosse Pointe Manor,145999,118,25,2020-11-01,2020-11-01,145999
2020-10-30,,Cook,,Harbor House Memory Care,No Match,36,12,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Harmony Healthcare and Rehab,145775,139,29,2020-11-01,2020-11-01,145775
2020-10-30,,Cook,,Heartis Village of Orland Park,No Match,2,0,2020-11-01,,
2020-10-30,,Cook,,Heather Manor Nursing & Rehabilitation Center,No Match,23,4,2020-11-01,,
2020-10-30,,Cook,,Heritage Woods,No Match,5,0,2020-11-01,,
2020-10-30,IL,Cook,PALOS PARK,Holy Family Villa,146053,13,4,2020-11-01,2020-11-01,146053
2020-10-30,IL,Cook,INVERNESS,Inverness Health and Rehab,145994,20,0,2020-11-01,2020-11-01,145994
2020-10-30,IL,Cook,INVERNESS,Inverness Health and Rehab Center,145994,10,0,2020-11-01,2020-11-01,145994
2020-10-30,,Cook,,Jackson Park Assisted living,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Kensington Place Nursing And Rehabilitation Center,145829,15,2,2020-11-01,2020-11-01,145829
2020-10-30,IL,Cook,CHICAGO,LITTLE SISTERS OF THE POOR ST MARYS HOME,146185,6,0,2020-11-01,2020-11-01,146185
2020-10-30,IL,Cook,NORTHBROOK,Lake Cook Rehab & Healthcare(formerly Rosewood),145971,49,12,2020-11-01,2020-11-01,145971
2020-10-30,IL,Cook,CHICAGO,Lakefront Nursing,145235,33,0,2020-11-01,2020-11-01,145235
2020-10-30,IL,Cook,CHICAGO,Lakeview Nursing and Rehab,145654,93,22,2020-11-01,2020-11-01,145654
2020-10-30,IL,Cook,DES PLAINES,Landmark of Des Plaines,145334,95,22,2020-11-01,2020-11-01,145334
2020-10-30,IL,Cook,RICHTON PARK,Landmark of Richton Park,145424,51,9,2020-11-01,2020-11-01,145424
2020-10-30,IL,Cook,DES PLAINES,Lee Manor Rehab and Nursing,145382,104,20,2020-11-01,2020-11-01,145382
2020-10-30,,Cook,,Leeda Services,No Match,5,0,2020-11-01,,
2020-10-30,IL,Cook,LEMONT,Lemont Center,145901,33,8,2020-11-01,2020-11-01,145901
2020-10-30,,Cook,,Lexington Health Care Center of Chicago Ridge,No Match,9,0,2020-11-01,,
2020-10-30,IL,Cook,ORLAND PARK,Lexington Health Care Orland Park,145899,77,18,2020-11-01,2020-11-01,145899
2020-10-30,IL,Cook,LA GRANGE,Lexington Healthcare of La Grange,145737,40,5,2020-11-01,2020-11-01,145737
2020-10-30,IL,Cook,CHICAGO RIDGE,Lexington Of Chicago Ridge,145700,4,0,2020-11-01,2020-11-01,145700
2020-10-30,IL,Cook,SCHAUMBURG,Lexington healthcare of Schaumburg,145678,30,3,2020-11-01,2020-11-01,145678
2020-10-30,IL,Cook,CHICAGO RIDGE,Lexington of Chicago Ridge,145700,23,12,2020-11-01,2020-11-01,145700
2020-10-30,IL,Cook,SKOKIE,Lieberman Geriatric Center,145931,76,8,2020-11-01,2020-11-01,145931
2020-10-30,IL,Cook,LINCOLNWOOD,Lincolnwood Place,145786,45,15,2020-11-01,2020-11-01,145786
2020-10-30,IL,Cook,CHICAGO,Little Sisters of the Poor/St. Marys Home,146185,61,13,2020-11-01,2020-11-01,146185
2020-10-30,IL,Cook,CHICAGO,Little Village Nursing Home,146018,49,7,2020-11-01,2020-11-01,146018
2020-10-30,,Cook,,Ludeman Center,No Match,7,0,2020-11-01,,
2020-10-30,,Cook,,Ludeman Developmental Center,No Match,263,9,2020-11-01,,
2020-10-30,IL,Cook,PEORIA,Lutheran Home,145768,58,9,2020-11-01,2020-11-01,145768
2020-10-30,,Cook,,Lydia Health Care Center,No Match,22,3,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,MADO Healthcare Uptown,146191,84,9,2020-11-01,2020-11-01,146191
2020-10-30,IL,Cook,BERWYN,MacNeal Memorial Hospital Rehab/LTC,145848,3,0,2020-11-01,2020-11-01,145848
2020-10-30,,Cook,,Madden Mental Health Center,No Match,9,0,2020-11-01,,
2020-10-30,IL,Cook,PALOS HEIGHTS,Manor Care Health Services- Palos Heights West,145893,4,0,2020-11-01,2020-11-01,145893
2020-10-30,IL,Cook,HOMEWOOD,Manor Care Health Services-Homewood,145684,52,15,2020-11-01,2020-11-01,145684
2020-10-30,,Cook,,Manor Care Oak Lawn EAST. Cook,No Match,86,19,2020-11-01,,
2020-10-30,IL,Cook,PALOS HEIGHTS,Manor Care Palos Heights East,145607,2,0,2020-11-01,2020-11-01,145607
2020-10-30,IL,Cook,ARLINGTON HTS,Manor Care at Arlington Heights,145199,27,2,2020-11-01,2020-11-01,145199
2020-10-30,IL,Cook,ELK GROVE VILLAGE,ManorCare ElkGrove Village,145689,113,25,2020-11-01,2020-11-01,145689
2020-10-30,IL,Cook,PALOS HEIGHTS,ManorCare Health Services-Palos Heights West,145893,55,16,2020-11-01,2020-11-01,145893
2020-10-30,IL,Cook,OAK LAWN,ManorCare Oak Lawn West,145087,82,18,2020-11-01,2020-11-01,145087
2020-10-30,IL,Cook,PALOS HEIGHTS,ManorCare Palos Heights East,145607,67,12,2020-11-01,2020-11-01,145607
2020-10-30,,Cook,,Margaret Manor Central,No Match,12,1,2020-11-01,,
2020-10-30,,Cook,,Marklund Wasmond Center,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Mayfield Care Center,145885,154,23,2020-11-01,2020-11-01,145885
2020-10-30,IL,Cook,BOLINGBROOK,Meadowbrook Manor,145710,82,13,2020-11-01,2020-11-01,145710
2020-10-30,IL,Cook,CHICAGO,Mercy Circle,146174,35,3,2020-11-01,2020-11-01,146174
2020-10-30,IL,Cook,BRIDGEVIEW,Midway Neuro and Rehab,145778,142,12,2020-11-01,2020-11-01,145778
2020-10-30,,Cook,,Misericordia,No Match,69,2,2020-11-01,,
2020-10-30,,Cook,,Misericordia - Marian Center,No Match,13,0,2020-11-01,,
2020-10-30,,Cook,,Montclare Supportive Living,No Match,4,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Montgomery Place,145748,40,4,2020-11-01,2020-11-01,145748
2020-10-30,IL,Cook,CHICAGO,Mosaic of Lakeshore,145244,122,29,2020-11-01,2020-11-01,145244
2020-10-30,,Cook,,New City Supportive Living,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cook,NILES,Niles Nursing and Rehab Center,145696,213,54,2020-11-01,2020-11-01,145696
2020-10-30,IL,Cook,NORRIDGE,Norridge Gardens,145329,167,46,2020-11-01,2020-11-01,145329
2020-10-30,,Cook,,North Shore Place,No Match,13,0,2020-11-01,,
2020-10-30,,Cook,,Northbrook Inn Memory Care,No Match,18,5,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Norwood crossing Skilled Nursing,145974,100,18,2020-11-01,2020-11-01,145974
2020-10-30,IL,Cook,OAK LAWN,Oak Lawn Respiratory and Rehab,145942,6,1,2020-11-01,2020-11-01,145942
2020-10-30,,Cook,,Oak Park Arms,No Match,9,2,2020-11-01,,
2020-10-30,,Cook,,Oak Park Brookdale,No Match,18,1,2020-11-01,,
2020-10-30,IL,Cook,OAK PARK,Oak Park Oasis,145714,29,11,2020-11-01,2020-11-01,145714
2020-10-30,,Cook,,Oasis,No Match,8,0,2020-11-01,,
2020-10-30,,Cook,,PACTT Learning -Oak Park,No Match,16,0,2020-11-01,,
2020-10-30,IL,Cook,CRESTWOOD,Palos Heights Nursing and Rehab,145681,52,10,2020-11-01,2020-11-01,145681
2020-10-30,,Cook,,Palos Hills Healthcare,No Match,8,2,2020-11-01,,
2020-10-30,,Cook,,Park Lawn Residential Center,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Park View Rehab,145765,54,11,2020-11-01,2020-11-01,145765
2020-10-30,IL,Cook,CHICAGO,Parkshore Estates,145938,28,0,2020-11-01,2020-11-01,145938
2020-10-30,,Cook,,Pauls House,No Match,49,6,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Pauls House and Healthcare Center,145767,5,0,2020-11-01,2020-11-01,145767
2020-10-30,IL,Cook,ROLLING MEADOWS,Pearl of Rolling Meadows,145350,26,4,2020-11-01,2020-11-01,145350
2020-10-30,IL,Cook,STICKNEY,Pershing Garden,146078,13,4,2020-11-01,2020-11-01,146078
2020-10-30,IL,Cook,CHICAGO,Peterson Park Health Care,145838,219,35,2020-11-01,2020-11-01,145838
2020-10-30,IL,Cook,HAZEL CREST,Pine Crest Healthcare,145220,4,1,2020-11-01,2020-11-01,145220
2020-10-30,,Cook,,Pioneer Gardens,No Match,3,0,2020-11-01,,
2020-10-30,IL,Cook,LA GRANGE PARK,Plymouth Place Senior Living,146128,42,11,2020-11-01,2020-11-01,146128
2020-10-30,IL,Cook,SOUTH HOLLAND,Praire Oasis South Holland,145927,49,14,2020-11-01,2020-11-01,145927
2020-10-30,,Cook,,Prairie Green at Dixie Crossing,No Match,18,6,2020-11-01,,
2020-10-30,,Cook,,Prairie Green at Fays Point,No Match,11,3,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO HEIGHTS,Prairie Manor Rehab and Nursing,145629,34,12,2020-11-01,2020-11-01,145629
2020-10-30,,Cook,,Presbyterian Westminster Homes,No Match,5,0,2020-11-01,,
2020-10-30,,Cook,,Presence Bethlehem Woods,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cook,GLENVIEW,Presence MaryHaven,145741,13,4,2020-11-01,2020-11-01,145741
2020-10-30,IL,Cook,GLENVIEW,Presence Maryhaven,145741,3,0,2020-11-01,2020-11-01,145741
2020-10-30,IL,Cook,DES PLAINES,Presence Nazarethville,146180,28,6,2020-11-01,2020-11-01,146180
2020-10-30,IL,Cook,CHICAGO,Presence Resurrection Life Center,145960,25,3,2020-11-01,2020-11-01,145960
2020-10-30,IL,Cook,PARK RIDGE,Presence Resurrection Retirement Community,145324,6,0,2020-11-01,2020-11-01,145324
2020-10-30,IL,Cook,NILES,Presence St. Benedict,145731,15,3,2020-11-01,2020-11-01,145731
2020-10-30,IL,Cook,NORTHLAKE,Presence Villa Scalabrini Nursing&Rehab Center,145956,53,6,2020-11-01,2020-11-01,145956
2020-10-30,,Cook,,Progressive Housing,No Match,7,3,2020-11-01,,
2020-10-30,,Cook,,RML Specialty Hospital Hinsdale,No Match,16,1,2020-11-01,,
2020-10-30,,Cook,,Resurrection Nursing & rehab Center,No Match,53,8,2020-11-01,,
2020-10-30,,Cook,,Revere Court of South Barrington,No Match,9,2,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Selfhelp Home,146009,42,4,2020-11-01,2020-11-01,146009
2020-10-30,IL,Cook,CHICAGO,Sheridan Village,145482,56,19,2020-11-01,2020-11-01,145482
2020-10-30,,Cook,,Skokie Meadows,No Match,10,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Smith Village,145904,71,14,2020-11-01,2020-11-01,145904
2020-10-30,IL,Cook,HOMEWOOD,South Suburban Rehab Center,146132,81,20,2020-11-01,2020-11-01,146132
2020-10-30,IL,Cook,CHICAGO,Southpoint Nsg and Rehab,145914,81,11,2020-11-01,2020-11-01,145914
2020-10-30,IL,Cook,CHICAGO,Southview Manor,146161,28,2,2020-11-01,2020-11-01,146161
2020-10-30,,Cook,,St Joseph Home For the Elderly,No Match,12,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,St. Joseph Village of Chicago,145637,9,0,2020-11-01,2020-11-01,145637
2020-10-30,,Cook,,St. Mary of Providence in Chicago,No Match,18,0,2020-11-01,,
2020-10-30,,Cook,,Summit of Uptown,No Match,35,15,2020-11-01,,
2020-10-30,,Cook,,Sunrise Palos Park,No Match,3,1,2020-11-01,,
2020-10-30,,Cook,,Sunrise of Flossmore,No Match,12,6,2020-11-01,,
2020-10-30,,Cook,,Sunrise of Lincoln Park,No Match,2,0,2020-11-01,,
2020-10-30,,Cook,,Sunrise of Park Ridge,No Match,51,11,2020-11-01,,
2020-10-30,,Cook,,Sunrise of Schaumburg,No Match,28,5,2020-11-01,,
2020-10-30,,Cook,,Symphony Residences at Lincoln Park,No Match,6,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Symphony at 87th,145983,177,33,2020-11-01,2020-11-01,145983
2020-10-30,IL,Cook,HILLSIDE,Symphony at Aria,145946,31,7,2020-11-01,2020-11-01,145946
2020-10-30,IL,Cook,CHICAGO,Symphony at Midway,145995,220,27,2020-11-01,2020-11-01,145995
2020-10-30,IL,Cook,CHICAGO,Symphony of Bronzeville,145337,64,17,2020-11-01,2020-11-01,145337
2020-10-30,IL,Cook,CHICAGO,Symphony of Chicago West,145661,58,7,2020-11-01,2020-11-01,145661
2020-10-30,IL,Cook,CRESTWOOD,Symphony of Crestwood,145718,48,7,2020-11-01,2020-11-01,145718
2020-10-30,IL,Cook,EVANSTON,Symphony of Evanston,145803,28,1,2020-11-01,2020-11-01,145803
2020-10-30,IL,Cook,HANOVER PARK,Symphony of Hanover Park,146143,25,2,2020-11-01,2020-11-01,146143
2020-10-30,IL,Cook,CHICAGO,Symphony of Lincoln Park,145510,190,30,2020-11-01,2020-11-01,145510
2020-10-30,IL,Cook,CHICAGO,Symphony of Morgan Park,145764,202,26,2020-11-01,2020-11-01,145764
2020-10-30,IL,Cook,CHICAGO,Symphony of South Shore,145977,193,29,2020-11-01,2020-11-01,145977
2020-10-30,IL,Cook,CHICAGO,The Admiral at the Lake,146165,50,6,2020-11-01,2020-11-01,146165
2020-10-30,,Cook,,The Auberge,No Match,2,0,2020-11-01,,
2020-10-30,,Cook,,The Auberge at Morton Grove,No Match,6,0,2020-11-01,,
2020-10-30,,Cook,,The Carrington Linclonwood,No Match,41,4,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,The Clare,146141,28,0,2020-11-01,2020-11-01,146141
2020-10-30,,Cook,,The Grove,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cook,BERWYN,The Grove of Berwyn,145070,57,14,2020-11-01,2020-11-01,145070
2020-10-30,IL,Cook,EVANSTON,The Grove of Evanston,145011,89,19,2020-11-01,2020-11-01,145011
2020-10-30,IL,Cook,LA GRANGE PARK,The Grove of La Grange,145307,10,1,2020-11-01,2020-11-01,145307
2020-10-30,IL,Cook,NORTHBROOK,The Grove of Northbrook,145809,13,0,2020-11-01,2020-11-01,145809
2020-10-30,IL,Cook,SKOKIE,The Grove of Skokie,145860,31,7,2020-11-01,2020-11-01,145860
2020-10-30,,Cook,,The Hartwell,No Match,16,0,2020-11-01,,
2020-10-30,IL,Cook,EVANSTON,The Mather,146145,5,0,2020-11-01,2020-11-01,146145
2020-10-30,IL,Cook,EVANSTON,The Mather Evanston,146145,7,0,2020-11-01,2020-11-01,146145
2020-10-30,IL,Cook,ARLINGTON HTS,The Mooring of Arlington heights,146007,3,0,2020-11-01,2020-11-01,146007
2020-10-30,,Cook,,The Pointe of Kilpatrick ,No Match,38,7,2020-11-01,,
2020-10-30,,Cook,,The Reserve at Arlington Heights,No Match,13,1,2020-11-01,,
2020-10-30,,Cook,,The Sheridan of Park Ridge,No Match,10,3,2020-11-01,,
2020-10-30,,Cook,,The Vine At Countryside,No Match,31,4,2020-11-01,,
2020-10-30,,Cook,,Thornton Heights Terrace,No Match,2,0,2020-11-01,,
2020-10-30,,Cook,,Three Crown Park ,No Match,48,8,2020-11-01,,
2020-10-30,,Cook,,Three Crowns Park,No Match,3,0,2020-11-01,,
2020-10-30,,Cook,,Transitional Care Arlington Hgts,No Match,45,7,2020-11-01,,
2020-10-30,IL,Cook,LANSING,Tri-States Nursing & rehab Center,145879,40,5,2020-11-01,2020-11-01,145879
2020-10-30,IL,Cook,CHICAGO,Uptown Health Center,145881,120,18,2020-11-01,2020-11-01,145881
2020-10-30,IL,Cook,GLENVIEW,Vi at the Glen,146107,27,4,2020-11-01,2020-11-01,146107
2020-10-30,,Cook,,Victory Center Sierra Ridge,No Match,2,0,2020-11-01,,
2020-10-30,,Cook,,Victory Center of Bartlett,No Match,8,1,2020-11-01,,
2020-10-30,,Cook,,Victory Center of Park Forest,No Match,2,0,2020-11-01,,
2020-10-30,,Cook,,Victory Center of River Oaks,No Match,2,0,2020-11-01,,
2020-10-30,,Cook,,Victory Centre of Riverwoods,No Match,9,4,2020-11-01,,
2020-10-30,,Cook,,Victory Centre of Sierra Ridge,No Match,12,1,2020-11-01,,
2020-10-30,IL,Cook,PALOS HEIGHTS,Villa at Palos Heights,145779,32,5,2020-11-01,2020-11-01,145779
2020-10-30,IL,Cook,SOUTH HOLLAND,Villa at South Holland,145671,33,9,2020-11-01,2020-11-01,145671
2020-10-30,IL,Cook,CHICAGO,Villa at Windsor Park,145970,162,44,2020-11-01,2020-11-01,145970
2020-10-30,,Cook,,Villas South Holland,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Warren Barr Gold Coast,145336,58,4,2020-11-01,2020-11-01,145336
2020-10-30,IL,Cook,CHICAGO,Warren Barr Lincoln Park,145875,64,11,2020-11-01,2020-11-01,145875
2020-10-30,IL,Cook,CHICAGO,Warren Barr South Loop,145632,47,3,2020-11-01,2020-11-01,145632
2020-10-30,IL,Cook,CHICAGO,Waterfront Terrace,145939,69,13,2020-11-01,2020-11-01,145939
2020-10-30,,Cook,,Waverly Inn Memory Care Community,No Match,18,8,2020-11-01,,
2020-10-30,,Cook,,Weinberg Community for Senior Living,No Match,25,2,2020-11-01,,
2020-10-30,,Cook,,Weinberg Senior Living,No Match,14,0,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Wesley Place,145591,9,0,2020-11-01,2020-11-01,145591
2020-10-30,,Cook,,Westbrook Senior Living,No Match,3,0,2020-11-01,,
2020-10-30,IL,Cook,WESTCHESTER,Westchester Health and Rehabilitation Center,145660,46,12,2020-11-01,2020-11-01,145660
2020-10-30,IL,Cook,EVANSTON,Westminster Place,145026,16,0,2020-11-01,2020-11-01,145026
2020-10-30,IL,Cook,CHICAGO,Westwood Manor,146149,63,2,2020-11-01,2020-11-01,146149
2020-10-30,IL,Cook,COUNTRY CLUB HILLS,Windsor Estates,145967,109,23,2020-11-01,2020-11-01,145967
2020-10-30,,Cook,,Winston Manor,140E170,54,8,2020-11-01,,
2020-10-30,IL,Cook,CHICAGO,Woodbridge Nursing Pavilion,145792,219,40,2020-11-01,2020-11-01,145792
2020-10-30,,Crawford,,Heritage Health,No Match,2,0,2020-11-01,,
2020-10-30,IL,Cumberland,NEOGA,Heartland Senior Living,146030,35,3,2020-11-01,2020-11-01,146030
2020-10-30,,De Witt,,Liberty Village,No Match,57,6,2020-11-01,,
2020-10-30,IL,DeKalb,DEKALB,Bethany Rehab and Health Care Center #2,145958,2,0,2020-11-01,2020-11-01,145958
2020-10-30,IL,DeKalb,DEKALB,Bethany Rehabilitation and Health Care Center,145958,2,0,2020-11-01,2020-11-01,145958
2020-10-30,IL,DeKalb,DEKALB,DeKalb County Rehab and Nursing,145547,12,0,2020-11-01,2020-11-01,145547
2020-10-30,IL,DeKalb,DEKALB,Oakcrest DeKalb Area Retirement Center,146105,12,1,2020-11-01,2020-11-01,146105
2020-10-30,,DeKalb,,Opportunity House,No Match,15,0,2020-11-01,,
2020-10-30,IL,DeKalb,DEKALB,Pine Acres,145261,82,12,2020-11-01,2020-11-01,145261
2020-10-30,IL,DeKalb,SHABBONA,Prairie Crossing Living and Rehab,145414,3,0,2020-11-01,2020-11-01,145414
2020-10-30,IL,DeKalb,SANDWICH,Willow Crest Nursing Pavilion,145712,70,15,2020-11-01,2020-11-01,145712
2020-10-30,IL,Douglas,ARCOLA,Arcola Health Care,146050,2,0,2020-11-01,2020-11-01,146050
2020-10-30,IL,Douglas,TUSCOLA,Tuscola Health Care Center,146086,10,1,2020-11-01,2020-11-01,146086
2020-10-30,IL,DuPage,ROSELLE,Abbington Rehab & Nursing Center,146065,74,6,2020-11-01,2020-11-01,146065
2020-10-30,IL,DuPage,NAPERVILLE,Alden Estates of Naperville,145582,106,21,2020-11-01,2020-11-01,145582
2020-10-30,,DuPage,,Alden Old Town East,No Match,4,0,2020-11-01,,
2020-10-30,,DuPage,,Alden Old Town West,No Match,2,0,2020-11-01,,
2020-10-30,,DuPage,,Alden Springs ,No Match,2,0,2020-11-01,,
2020-10-30,,DuPage,,Alden Trails,No Match,8,0,2020-11-01,,
2020-10-30,IL,DuPage,BLOOMINGDALE,Alden Valley Ridge,145379,44,22,2020-11-01,2020-11-01,145379
2020-10-30,,DuPage,,Alden Village,No Match,5,0,2020-11-01,,
2020-10-30,,DuPage,,Alden Village Bloomingdale,No Match,22,2,2020-11-01,,
2020-10-30,,DuPage,,Alden of Old Town East,No Match,3,0,2020-11-01,,
2020-10-30,IL,DuPage,WEST CHICAGO,Aperion Care West Chicago,145830,48,8,2020-11-01,2020-11-01,145830
2020-10-30,IL,DuPage,NAPERVILLE,Arista Healthcare Naperville,145358,20,1,2020-11-01,2020-11-01,145358
2020-10-30,,DuPage,,Artis Elmhurst,No Match,2,0,2020-11-01,,
2020-10-30,,DuPage,,Artis Senior Living Elmhurst,No Match,42,20,2020-11-01,,
2020-10-30,,DuPage,,Artis Senior Living of Bartlett,No Match,29,12,2020-11-01,,
2020-10-30,,DuPage,,Aspired Living of Westmont,No Match,19,4,2020-11-01,,
2020-10-30,,DuPage,,Atria Park of Glen Ellyn,No Match,22,2,2020-11-01,,
2020-10-30,IL,DuPage,LOMBARD,Beacon Hill Lombard,145522,46,6,2020-11-01,2020-11-01,145522
2020-10-30,,DuPage,,Belmont Village Senior Living,No Match,2,0,2020-11-01,,
2020-10-30,,DuPage,,Belmont Village Senior Living Carol Stream,No Match,30,5,2020-11-01,,
2020-10-30,IL,DuPage,WESTMONT,Bria of Westmont,145405,152,29,2020-11-01,2020-11-01,145405
2020-10-30,,DuPage,,Bridgeway Senior Living,No Match,69,7,2020-11-01,,
2020-10-30,IL,DuPage,BENSENVILLE,Bridgeway of Bensenville,145420,4,0,2020-11-01,2020-11-01,145420
2020-10-30,IL,DuPage,BURR RIDGE,Brookdale Burr Ridge,146094,21,5,2020-11-01,2020-11-01,146094
2020-10-30,,DuPage,,Brookdale Glen Ellyn,No Match,8,1,2020-11-01,,
2020-10-30,IL,DuPage,LISLE,Brookdale Lisle,146061,45,9,2020-11-01,2020-11-01,146061
2020-10-30,,DuPage,,Brookdale Lisle Assisted and Independent Living,No Match,8,0,2020-11-01,,
2020-10-30,IL,DuPage,WESTMONT,Burgess Square Healthcare & Rehab Center,145219,36,3,2020-11-01,2020-11-01,145219
2020-10-30,,DuPage,,Cedarhurst Naperville,No Match,3,0,2020-11-01,,
2020-10-30,,DuPage,,Cedarhurst of Naperville,No Match,5,1,2020-11-01,,
2020-10-30,IL,DuPage,WILLOWBROOK,Chateau Center Nursing & Rehabilitation,145614,57,14,2020-11-01,2020-11-01,145614
2020-10-30,,DuPage,,Clarendale of Addison,No Match,16,1,2020-11-01,,
2020-10-30,IL,DuPage,WHEATON,DuPage Care Center,145050,79,4,2020-11-01,2020-11-01,145050
2020-10-30,IL,DuPage,ITASCA,Forestview Rehabilitation & Nursing Center,145752,118,18,2020-11-01,2020-11-01,145752
2020-10-30,,DuPage,,Franciscan Court Supportive Living,No Match,17,1,2020-11-01,,
2020-10-30,,DuPage,,Harbor Chase of Naperville,No Match,6,0,2020-11-01,,
2020-10-30,,DuPage,,Harbor Chase of Naperville Assisted Living,No Match,4,0,2020-11-01,,
2020-10-30,,DuPage,,Harvester Place Memory Care,No Match,38,13,2020-11-01,,
2020-10-30,,DuPage,,Independence Spring Meadows Naperville,No Match,2,0,2020-11-01,,
2020-10-30,,DuPage,,Lacey Creek Supportive Living,No Match,2,0,2020-11-01,,
2020-10-30,,DuPage,,Lakeview Memory Care Community,No Match,27,8,2020-11-01,,
2020-10-30,,DuPage,,Lexington Square Elmhurst AL/IL,No Match,2,0,2020-11-01,,
2020-10-30,,DuPage,,Lexington Square Lombard,No Match,7,0,2020-11-01,,
2020-10-30,IL,DuPage,BLOOMINGDALE,Lexington of Bloomingdale,145638,72,21,2020-11-01,2020-11-01,145638
2020-10-30,IL,DuPage,ELMHURST,Lexington of Elmhurst,145711,28,13,2020-11-01,2020-11-01,145711
2020-10-30,IL,DuPage,LOMBARD,Lexington of Lombard,145511,43,12,2020-11-01,2020-11-01,145511
2020-10-30,IL,DuPage,HINSDALE,Manorcare Hinsdale,145246,168,37,2020-11-01,2020-11-01,145246
2020-10-30,,DuPage,,Maple Glen Memory Care,No Match,6,0,2020-11-01,,
2020-10-30,IL,DuPage,NAPERVILLE,Meadowbrook Manor Naperville,145874,37,3,2020-11-01,2020-11-01,145874
2020-10-30,,DuPage,,Naperville Manor Health & Rehab Center,No Match,11,1,2020-11-01,,
2020-10-30,IL,DuPage,DOWNERS GROVE,Oak Trace,145804,9,3,2020-11-01,2020-11-01,145804
2020-10-30,,DuPage,,Oak Trace Skilled Nursing,No Match,16,0,2020-11-01,,
2020-10-30,IL,DuPage,OAK BROOK,Oakbrook Care,145458,103,24,2020-11-01,2020-11-01,145458
2020-10-30,,DuPage,,Oakbrook Care Rehabilitation & Recover,No Match,18,0,2020-11-01,,
2020-10-30,,DuPage,,Park Place Health and Wellness,No Match,6,0,2020-11-01,,
2020-10-30,,DuPage,,Park Place Health and Wellness Center ,No Match,2,0,2020-11-01,,
2020-10-30,IL,DuPage,DOWNERS GROVE,Providence Healthcare & Rehabilitation Center,145657,75,18,2020-11-01,2020-11-01,145657
2020-10-30,,DuPage,,Ray Graham Iona Glos,No Match,27,2,2020-11-01,,
2020-10-30,,DuPage,,Rehab Without Walls,No Match,16,0,2020-11-01,,
2020-10-30,,DuPage,,Saratoga Grove,No Match,9,0,2020-11-01,,
2020-10-30,IL,DuPage,NAPERVILLE,St. Patricks Residence Nursing & Rehabilitation,145878,4,0,2020-11-01,2020-11-01,145878
2020-10-30,IL,DuPage,NAPERVILLE,St. Patricks Residence Nursing and Rehabilitation,145878,24,1,2020-11-01,2020-11-01,145878
2020-10-30,,DuPage,,Sunrise Fountain Square Lombard,No Match,9,1,2020-11-01,,
2020-10-30,,DuPage,,Sunrise of Bloomingdale Assisted Living,No Match,9,1,2020-11-01,,
2020-10-30,,DuPage,,Sunrise of Naperville North Assisted Living,No Match,7,0,2020-11-01,,
2020-10-30,,DuPage,,Sunrise of Willowbrook Assisted Living,No Match,12,1,2020-11-01,,
2020-10-30,IL,DuPage,NAPERVILLE,Tabor Hills Healthcare,145840,51,7,2020-11-01,2020-11-01,145840
