Facility Name,Facility Name Normalized,Unnamed: 2,Changes,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Helia Healthcare Frankfort Care Center,HELIA HEALTHCARE FRANKFORT CARE CENTER,OK,,,20201105,IL,FRANKLIN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRANKFORT HEALTHCARE AND REHABILITATION CENTER,79
Westside Rehab and CAre,WESTSIDE REHABILITATION AND CARE,OK,,WESTSIDE REHABILITATION AND CARE,20201105,IL,FRANKLIN,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTSIDE REHABILITATION AND CARE,100
Farmington County Manor,FARMINGTON COUNTY MANOR,OK,,,20201105,IL,FULTON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARMINGTON COUNTRY MANOR,98
White Hall Nursing and Rehab,WHITE HALL NURSING AND REHABILITATION,OK,,WHITE HALL NURSING AND REHABILITATION,20201105,IL,GREENE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE HALL NURSING AND REHABILITATION,100
Parkpointe,PARKPOINTE,OK,,,20201105,IL,GRUNDY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARK POINTE HEALTHCARE AND REHABILITATION,81
Montebello Healthcare Center,MONTEBELLO HEALTHCARE CENTER,OK,,MONTEBELLO HEALTHCARE CENTER,20201105,IL,HANCOCK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MONTEBELLO HEALTHCARE CENTER,100
Ascension Presence Merkle Knipprath,ASCENSION PRESENCE MERKLE KNIPPRATH,OK,,,20201105,IL,IROQUOIS,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A MERKLE C KNIPPRATH N H,76
Gilman Health Care Center,GILMAN HEALTH CARE CENTER,OK,,GILMAN HEALTH CARE CENTER,20201105,IL,IROQUOIS,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GILMAN HEALTH CARE CENTER,100
Prairieview Lutheran Homes,PRAIRIEVIEW LUTHERAN HOMES,OK,,PRAIRIEVIEW LUTHERAN HOMES,20201105,IL,IROQUOIS,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRAIRIEVIEW LUTHERAN HOMES,100
Integrity Healthcare of Carbondale,INTEGRITY HEALTHCARE OF CARBONDALE,OK,,INTEGRITY HEALTHCARE OF CARBONDALE,20201105,IL,JACKSON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY HEALTHCARE OF CARBONDALE,100
Manor Court of Carbondale,MANOR COURT OF CARBONDALE,OK,,MANOR COURT OF CARBONDALE,20201105,IL,JACKSON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOR COURT OF CARBONDALE,100
Neurorestorative,NEURORESTORATIVE,OK,,,20201105,IL,JACKSON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOR COURT OF CARBONDALE,44
Prairie Living at Chautauqua,PRAIRIE LIVING AT CHAUTAUQUA,OK,,,20201105,IL,JACKSON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRITY HEALTHCARE OF CARBONDALE,37
Newton Care Center,NEWTON CARE CENTER,OK,,NEWTON CARE CENTER,20201105,IL,JASPER,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWTON CARE CENTER,100
Villas of Hollybrook,VILLAS OF HOLLYBROOK,OK,,,20201105,IL,JASPER,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWTON CARE CENTER,16
GreenTree at Mt. Vernon,GREENTREE AT MT. VERNON,OK,,,20201105,IL,JEFFERSON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT. VERNON HEALTHCARE CENTER,62
Lavender Ridge Memory Care,LAVENDER RIDGE MEMORY CARE,OK,,,20201105,IL,JEFFERSON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATURE TRAIL HEALTH CARE CENTER,50
Mt. Vernon Countryside Manor,MT. VERNON COUNTRYSIDE MANOR,OK,,MT. VERNON COUNTRYSIDE MANOR,20201105,IL,JEFFERSON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT. VERNON COUNTRYSIDE MANOR,100
Mt. Vernon Healthcare Center,MT. VERNON HEALTHCARE CENTER,OK,,MT. VERNON HEALTHCARE CENTER,20201105,IL,JEFFERSON,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MT. VERNON HEALTHCARE CENTER,100
Nature Trail Health Care Center,NATURE TRAIL HEALTH CARE CENTER,OK,,NATURE TRAIL HEALTH CARE CENTER,20201105,IL,JEFFERSON,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATURE TRAIL HEALTH CARE CENTER,100
Jerseyville Estates,JERSEYVILLE ESTATES,OK,,,20201105,IL,JERSEY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JERSEYVILLE NURSING AND REHABILITATION CENTER,86
Jerseyville Nursing and Rehab Facility,JERSEYVILLE NURSING AND REHABILITATION FACILITY,OK,,,20201105,IL,JERSEY,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JERSEYVILLE NURSING AND REHABILITATION CENTER,89
Liberty Village of Jerseyville,LIBERTY VILLAGE OF JERSEYVILLE,OK,,,20201105,IL,JERSEY,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JERSEYVILLE MANOR,86
Galena Stauss Nursing Home,GALENA STAUSS NURSING HOME,OK,,GALENA STAUSS NURSING HOME,20201105,IL,JO DAVIESS,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GALENA STAUSS NURSING HOME,100
Galena Stauss Nursing Home,GALENA STAUSS NURSING HOME,Dup,,GALENA STAUSS NURSING HOME,20201105,IL,JO DAVIESS,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GALENA STAUSS NURSING HOME,100
Galena Stauss Senior Care,GALENA STAUSS SENIOR CARE,OK,,,20201105,IL,JO DAVIESS,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GALENA STAUSS NURSING HOME,71
Alden Courts of Waterford,ALDEN COURTS OF WATERFORD,OK,,ALDEN COURTS OF WATERFORD,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF WATERFORD,100
Alden Estates Courts of Huntley,ALDEN ESTATES COURTS OF HUNTLEY,OK,,ALDEN ESTATES COURTS OF HUNTLEY,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,86
Alden Estates-Courts of Huntley,ALDEN ESTATES-COURTS OF HUNTLEY,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,86
Alden Gardens of Waterford,ALDEN GARDENS OF WATERFORD,OK,,ALDEN GARDENS OF WATERFORD,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN GARDENS OF WATERFORD,100
Alden of Waterford,ALDEN OF WATERFORD,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF WATERFORD,95
Alden of Waterford,ALDEN OF WATERFORD,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF WATERFORD,95
Aperion Care,APERION CARE,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,90
Aperion Care Elgin,APERION CARE ELGIN,OK,,APERION CARE ELGIN,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,100
Arden Courts of Geneva,ARDEN COURTS OF GENEVA,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,86
Asbury Gardens,ASBURY GARDENS,OK,,ASBURY GARDENS,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASBURY GARDENS,100
Asbury Gardens,ASBURY GARDENS,Dup,,ASBURY GARDENS,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASBURY GARDENS,100
Association for Individual Development - Violet,ASSOCIATION FOR INDIVIDUAL DEVELOPMENT - VIOLET,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,45
Autumn Leaves of St. Charles,AUTUMN LEAVES OF ST. CHARLES,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,86
Avantara Elgin,AVANTARA ELGIN,OK,,AVANTARA ELGIN,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA ELGIN,100
Avantara of Elgin,AVANTARA ELGIN,Dup,,AVANTARA ELGIN,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA ELGIN,100
Avondale Estates of Elgin,AVONDALE ESTATES OF ELGIN,OK,,AVONDALE ESTATES OF ELGIN,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVONDALE ESTATES OF ELGIN,100
Batavia Rehabilitation Center,BATAVIA REHABILITATION CENTER,OK,,BATAVIA REHABILITATION CENTER,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATAVIA REHABILITATION CENTER,100
Bickford of Aurora,BICKFORD OF AURORA,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF WATERFORD,51
Bickford of Aurora,BICKFORD OF AURORA,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF WATERFORD,51
Bria of Geneva,BRIA OF GENEVA,OK,,BRIA OF GENEVA,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,100
Bright Oaks,BRIGHT OAKS,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND OAKS,67
Bright Oaks of Aurora,BRIGHT OAKS OF AURORA,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,86
Brighton Garden of St Charles,BRIGHTON GARDEN OF ST CHARLES,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,86
Brighton Gardens,BRIGHTON GARDENS,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN GARDENS OF WATERFORD,86
Citadel of Elgin,CITADEL OF ELGIN,OK,,CITADEL OF ELGIN,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF ELGIN,100
Citadel of Elgin,CITADEL OF ELGIN,Dup,,CITADEL OF ELGIN,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF ELGIN,100
Dunham Rehab & Healthcare,DUNHAM REHABILITATION AND HEALTHCARE,OK,,DUNHAM REHABILITATION AND HEALTHCARE,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNHAM REHABILITATION AND HEALTHCARE,100
Dunham Rehabilitation Center,DUNHAM REHABILITATION CENTER,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATAVIA REHABILITATION CENTER,82
Eden Supportive Living,EDEN SUPPORTIVE LIVING,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,45
Eden Supportive Living,EDEN SUPPORTIVE LIVING,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,45
Elmwood Terrace,ELMWOOD TERRACE,OK,,ELMWOOD TERRACE,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELMWOOD TERRACE,100
Fox Knoll,FOX KNOLL,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX RIVER REHABILITATION AND HEALTHCARE,86
Fox River Rehab and Healthcare,FOX RIVER REHABILITATION AND HEALTHCARE,OK,,FOX RIVER REHABILITATION AND HEALTHCARE,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX RIVER REHABILITATION AND HEALTHCARE,100
Fox knoll,FOX KNOLL,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX RIVER REHABILITATION AND HEALTHCARE,86
GreenFields of Geneva,GREENFIELDS OF GENEVA,OK,,GREENFIELDS OF GENEVA,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENFIELDS OF GENEVA,100
Greenfields of Geneva,GREENFIELDS OF GENEVA,Dup,,GREENFIELDS OF GENEVA,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENFIELDS OF GENEVA,100
Greenfields of Geneva,GREENFIELDS OF GENEVA,Dup,,GREENFIELDS OF GENEVA,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREENFIELDS OF GENEVA,100
Grove of St. Charles,GROVE OF ST. CHARLES,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE ST. CHARLES,86
Heritage Health Therapy and Senior Care,HERITAGE HEALTH THERAPY AND SENIOR CARE,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,86
Heritage Wood and White Oaks of South Elgin,HERITAGE WOOD AND WHITE OAKS OF SOUTH ELGIN,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF WATERFORD,86
Heritage Woods and White Oaks of Huntley,HERITAGE WOODS AND WHITE OAKS OF HUNTLEY,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN COURTS OF WATERFORD,86
Heritage Woods of Batavia,HERITAGE WOODS OF BATAVIA,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF GENEVA,86
Heritage Woods of South Elgin,HERITAGE WOODS OF SOUTH ELGIN,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,86
Heritage Woods of South Elgin,HERITAGE WOODS OF SOUTH ELGIN,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE ELGIN,86
Highland Oaks,HIGHLAND OAKS,OK,,HIGHLAND OAKS,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND OAKS,100
Highland Oaks,HIGHLAND OAKS,Dup,,HIGHLAND OAKS,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND OAKS,100
Jennings Terrace,JENNINGS TERRACE,OK,,JENNINGS TERRACE,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JENNINGS TERRACE,100
Jennings Terrace,JENNINGS TERRACE,Dup,,JENNINGS TERRACE,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JENNINGS TERRACE,100
MarkLund Hyde Center,MARKLUND HYDE CENTER,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHEALSEN HEALTH CENTER,64
Marklund Hyde Center,MARKLUND HYDE CENTER,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHEALSEN HEALTH CENTER,64
Michealsen Health Center,MICHEALSEN HEALTH CENTER,OK,,MICHEALSEN HEALTH CENTER,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHEALSEN HEALTH CENTER,100
Northern Illinois Academy,NORTHERN ILLINOIS ACADEMY,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF ELGIN,48
Northern Illinois Academy,NORTHERN ILLINOIS ACADEMY,Dup,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF ELGIN,48
River Glen,RIVER GLEN,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOX RIVER REHABILITATION AND HEALTHCARE,86
River View Rehab,RIVER VIEW REHABILITATION,OK,,RIVER VIEW REHABILITATION,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVER VIEW REHABILITATION,100
Riverview Rehab Center,RIVERVIEW REHABILITATION CENTER,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVER VIEW REHABILITATION,86
South Elgin Rehab,SOUTH ELGIN REHABILITATION,OK,,SOUTH ELGIN REHABILITATION,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOUTH ELGIN REHABILITATION,100
Symphony of Orchard Valley,SYMPHONY OF ORCHARD VALLEY,OK,,SYMPHONY OF ORCHARD VALLEY,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF ORCHARD VALLEY,100
The Grove Fox Valley,THE GROVE FOX VALLEY,OK,,THE GROVE FOX VALLEY,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE FOX VALLEY,100
The Grove St. Charles,THE GROVE ST. CHARLES,OK,,THE GROVE ST. CHARLES,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE ST. CHARLES,100
The Grove of Fox Valley,THE GROVE OF FOX VALLEY,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE FOX VALLEY,95
The Sheridan at Tyler Creek,THE SHERIDAN AT TYLER CREEK,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE ST. CHARLES,50
Tower Hill Healthcare Center,TOWER HILL HEALTHCARE CENTER,OK,,TOWER HILL HEALTHCARE CENTER,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOWER HILL HEALTHCARE CENTER,100
White Oaks Spring Street,WHITE OAKS SPRING STREET,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHLAND OAKS,86
White Oaks at South Elgin,WHITE OAKS AT SOUTH ELGIN,OK,,,20201105,IL,KANE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVANTARA ELGIN,86
Aperion Care Bradley,APERION CARE BRADLEY,OK,,APERION CARE BRADLEY,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE BRADLEY,100
Aperion Care Bradley,APERION CARE BRADLEY,Dup,,APERION CARE BRADLEY,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE BRADLEY,100
Bickford Senior Center of Bourbonnais,BICKFORD SENIOR CENTER OF BOURBONNAIS,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF KANKAKEE,86
Citadel Care Center of Kankakee,CITADEL OF KANKAKEE,OK,,CITADEL OF KANKAKEE,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF KANKAKEE,100
Citadel of Kankakee,CITADEL OF KANKAKEE,Dup,,CITADEL OF KANKAKEE,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF KANKAKEE,100
Harvest View Senior Living,HARVEST VIEW SENIOR LIVING,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENCE HERITAGE VILLAGE,45
Heritage Village,HERITAGE VILLAGE,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENCE HERITAGE VILLAGE,90
Heritage Village,HERITAGE VILLAGE,Dup,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENCE HERITAGE VILLAGE,90
Illinois Veterans Home,ILLINOIS VETERANS HOME,Dup,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILLER HEALTH CARE CENTER,38
Kankakee Senior Life Assisted Living,KANKAKEE SENIOR LIFE ASSISTED LIVING,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF KANKAKEE,86
Kankakee terrace,KANKAKEE TERRACE,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CITADEL OF KANKAKEE,66
Manteno Veterans Home,MANTENO VETERANS HOME,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILLER HEALTH CARE CENTER,41
Momence Meadows Nursing & Rehabilitation Center,MOMENCE MEADOWS NURSING AND REHABILITATION CENTER,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOMENCE MEADOWS NURSING AND REHABILITATION,95
Presence Our Lady of Victory,PRESENCE OUR LADY OF VICTORY,OK,,PRESENCE OUR LADY OF VICTORY,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENCE OUR LADY OF VICTORY,100
Presence Our Lady of Victory - Ascension Living,PRESENCE OUR LADY OF VICTORY - ASCENSION LIVING,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENCE OUR LADY OF VICTORY,90
Riverside Miller Rehabilitation,RIVERSIDE MILLER REHABILITATION,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOMENCE MEADOWS NURSING AND REHABILITATION,59
Riverside Senior Life at Bourbonnais,RIVERSIDE SENIOR LIFE AT BOURBONNAIS,#REF!,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRESENCE OUR LADY OF VICTORY,44
Samuel H. Shapiro Developmental Center,SAMUEL H. SHAPIRO DEVELOPMENTAL CENTER,OK,,,20201105,IL,KANKAKEE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILLER HEALTH CARE CENTER,86
Association for Individual Development (A.I.D),ASSOCIATION FOR INDIVIDUAL DEVELOPMENT (A.I.D),OK,,,20201105,IL,KENDALL,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HILLSIDE REHABILITATION AND CARE,31
