reporting_date,County_x,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,County_y,Provider Zip Code,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Resident Access to Testing in Facility,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,Geolocation
2020-12-04,DuPage,Philip J Rock Center & School ,3,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-PHILIP J ROCK CENTER & SCHOOL ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Tabor Hills Supportive Living,5,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-TABOR HILLS SUPPORTIVE LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Alden of Old Town East,2,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-ALDEN OF OLD TOWN EAST,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Lexington of Elmhurst,4,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-LEXINGTON OF ELMHURST,145711,2020-11-22,145711,LEXINGTON OF ELMHURST,420 WEST BUTTERFIELD ROAD,ELMHURST,IL,DuPage,60126.0,Y,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,145.0,67.0,1.0,8.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,59.7,0.0,0.0,N,N,POINT (-87.952713 41.862569),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,67.0,250.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.952713 41.862569)
2020-12-04,DuPage,Alden Gardens of Bloomingdale Supportive Living ,6,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-ALDEN GARDENS OF BLOOMINGDALE SUPPORTIVE LIVING ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Saratoga Grove,11,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-SARATOGA GROVE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Terra Vista of Oakbrook Terrace,57,6,2020-12-04T00:00:00,Open,0.10526315789473684,1,DUPAGE-TERRA VISTA OF OAKBROOK TERRACE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Providence Healthcare & Rehabilitation Center,3,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-PROVIDENCE HEALTHCARE & REHABILITATION CENTER,145657,2020-11-22,145657,PROVIDENCE DOWNERS GROVE,3450 SARATOGA AVENUE,DOWNERS GROVE,IL,DuPage,60515.0,Y,28.0,171.0,4.0,13.0,0.0,6.0,3.0,24.0,2.0,12.0,145.0,115.0,3.0,27.0,0.0,6.0,0.0,0.0,N,N,N,N,34.8,17.4,113.0,104.3,92.3,Y,N,POINT (-88.015438 41.824948),,Y,1-2 DAYS,Y,N,N,Y,Y,Y,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1.0,9.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.015438 41.824948)
2020-12-04,DuPage,Burgess Square Healthcare & Rehab Center,51,1,2020-12-04T00:00:00,Open,0.0196078431372549,1,DUPAGE-BURGESS SQUARE HEALTHCARE & REHAB CENTER,145219,2020-11-22,145219,BURGESS SQUARE HEALTHCARE CTR,5801 SOUTH CASS AVENUE,WESTMONT,IL,DuPage,60559.0,Y,3.0,22.0,2.0,18.0,0.0,10.0,0.0,17.0,0.0,5.0,203.0,83.0,4.0,43.0,0.0,6.0,0.0,0.0,N,N,N,N,24.1,0.0,216.9,60.2,27.8,N,N,POINT (-87.974798 41.782246),,Y,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,1-2 DAYS,Y,N,Y,Y,Y,N,Y,7.0,13.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.974798 41.782246)
2020-12-04,DuPage,Brookdale Lisle,11,0,2020-12-04T00:00:00,Closed,0.0,1,DUPAGE-BROOKDALE LISLE,146061,2020-11-22,146061,BROOKDALE PLAZA LISLE SNF,1800 ROBIN LANE,LISLE,IL,DuPage,60532.0,Y,0.0,3.0,1.0,11.0,0.0,0.0,2.0,11.0,0.0,1.0,82.0,33.0,0.0,32.0,0.0,16.0,0.0,0.0,N,N,N,N,30.3,0.0,333.3,30.3,9.1,N,N,POINT (-88.086683 41.788449),,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.086683 41.788449)
2020-12-04,DuPage,Forest View Rehabilitation & Nursing Center,8,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-FOREST VIEW REHABILITATION & NURSING CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Lexington Square Elmhurst AL/IL,27,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-LEXINGTON SQUARE ELMHURST AL/IL,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Sunrise of Bloomingdale,15,1,2020-12-04T00:00:00,Open,0.06666666666666667,1,DUPAGE-SUNRISE OF BLOOMINGDALE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,The Birches Assisted Living Clarendon Hills,54,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-THE BIRCHES ASSISTED LIVING CLARENDON HILLS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Brighton Gardens of Wheaton,6,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-BRIGHTON GARDENS OF WHEATON,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Villa St. Benedict,6,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-VILLA ST. BENEDICT,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Alden Village,37,1,2020-12-04T00:00:00,Open,0.02702702702702703,1,DUPAGE-ALDEN VILLAGE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Bridgeway of Bensenville IL/AL,4,1,2020-12-04T00:00:00,Open,0.25,1,DUPAGE-BRIDGEWAY OF BENSENVILLE IL/AL,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Brookdale Burr Ridge,5,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-BROOKDALE BURR RIDGE,146094,2020-11-22,146094,BROOKDALE BURR RIDGE,6801 HIGHGROVE BOULEVARD,BURR RIDGE,IL,DuPage,60521.0,Y,0.0,2.0,0.0,14.0,0.0,8.0,0.0,3.0,0.0,3.0,124.0,82.0,2.0,12.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,170.7,36.6,21.4,N,N,POINT (-87.929899 41.765961),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.929899 41.765961)
2020-12-04,DuPage,Chateau Center Nursing & Rehabilitation,7,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-CHATEAU CENTER NURSING & REHABILITATION,145614,2020-11-22,145614,CHATEAU NRSG & REHAB CENTER,7050 MADISON STREET,WILLOWBROOK,IL,DuPage,60521.0,Y,0.0,34.0,0.0,48.0,0.0,66.0,0.0,56.0,0.0,15.0,150.0,99.0,1.0,33.0,0.0,22.0,0.0,0.0,N,N,N,N,0.0,0.0,484.8,151.5,31.3,N,N,,,Y,1-2 DAYS,Y,N,Y,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1.0,12.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,DuPage,Alden Estates of Naperville,13,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-ALDEN ESTATES OF NAPERVILLE,145582,2020-11-22,145582,ALDEN ESTATES OF NAPERVILLE,1525 SOUTH OXFORD LANE,NAPERVILLE,IL,DuPage,60565.0,Y,0.0,11.0,0.0,2.0,1.0,17.0,1.0,8.0,0.0,2.0,203.0,102.0,0.0,10.0,2.0,18.0,0.0,0.0,N,N,N,N,0.0,0.0,19.6,19.6,100.0,N,N,POINT (-88.123734 41.743795),,Y,3-7 DAYS,Y,Y,N,N,Y,N,Y,3-7 DAYS,Y,Y,N,N,Y,N,Y,1.0,58.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.123734 41.743795)
2020-12-04,DuPage,Aperion Care West Chicago,5,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-APERION CARE WEST CHICAGO,145830,2020-11-22,145830,APERION CARE WEST CHICAGO,201 WEST NORTH AVENUE,WEST CHICAGO,IL,DuPage,60185.0,Y,0.0,14.0,0.0,35.0,0.0,53.0,0.0,12.0,0.0,7.0,213.0,204.0,1.0,17.0,2.0,65.0,0.0,0.0,Y,N,Y,Y,0.0,0.0,171.6,34.3,20.0,N,N,POINT (-88.212678 41.916088),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3.0,0.0,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,POINT (-88.212678 41.916088)
2020-12-04,DuPage,Westbridge/Wyndemere Senior Living Community,15,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-WESTBRIDGE/WYNDEMERE SENIOR LIVING COMMUNITY,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Beacon Hill Lombard,3,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-BEACON HILL LOMBARD,145522,2020-11-22,145522,BEACON HILL,2400 SOUTH FINLEY ROAD,LOMBARD,IL,DuPage,60148.0,Y,0.0,8.0,0.0,13.0,0.0,5.0,0.0,8.0,0.0,3.0,110.0,103.0,2.0,10.0,0.0,8.0,0.0,0.0,N,N,N,N,0.0,0.0,126.2,29.1,23.1,N,N,POINT (-88.026105 41.840401),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.026105 41.840401)
2020-12-04,DuPage,Westmont Manor Health and Rehab Center,9,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-WESTMONT MANOR HEALTH AND REHAB CENTER,145338,2020-11-22,145338,WESTMONT MANOR HLTH & RHB,512 EAST OGDEN AVENUE,WESTMONT,IL,DuPage,60559.0,Y,6.0,32.0,1.0,44.0,0.0,32.0,0.0,10.0,0.0,12.0,149.0,71.0,1.0,10.0,0.0,3.0,0.0,0.0,N,N,N,N,14.1,0.0,619.7,169.0,27.3,N,N,POINT (-87.960539 41.810385),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.960539 41.810385)
2020-12-04,DuPage,Sunrise of Naperville Assisted Living,24,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-SUNRISE OF NAPERVILLE ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Brookdale Glen Ellyn,12,1,2020-12-04T00:00:00,Open,0.08333333333333333,1,DUPAGE-BROOKDALE GLEN ELLYN,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Marklund Philip Center,2,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-MARKLUND PHILIP CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Burr Ridge Senior Living,11,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-BURR RIDGE SENIOR LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Meadowbrook Manor Naperville,24,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-MEADOWBROOK MANOR NAPERVILLE,145874,2020-11-22,145874,MEADOWBROOK MANOR - NAPERVILLE,720 RAYMOND DRIVE,NAPERVILLE,IL,DuPage,60563.0,Y,0.0,11.0,0.0,29.0,0.0,25.0,1.0,50.0,0.0,3.0,234.0,169.0,3.0,39.0,0.0,17.0,0.0,0.0,N,N,N,N,0.0,0.0,171.6,17.8,10.3,N,N,POINT (-88.18310600000001 41.783667),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,1.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.18310600000001 41.783667)
2020-12-04,DuPage,Alden Valley Ridge,41,3,2020-12-04T00:00:00,Open,0.07317073170731707,1,DUPAGE-ALDEN VALLEY RIDGE,145379,2020-11-22,145379,ALDEN VALLEY RIDGE REHAB & HCC,275 EAST ARMY TRAIL ROAD,BLOOMINGDALE,IL,DuPage,60108.0,Y,3.0,12.0,5.0,28.0,0.0,18.0,1.0,10.0,0.0,2.0,207.0,146.0,6.0,20.0,5.0,14.0,0.0,2.0,N,N,N,N,34.2,0.0,191.8,13.7,7.1,Y,N,POINT (-88.062328 41.93518),,Y,1-2 DAYS,Y,Y,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.062328 41.93518)
2020-12-04,DuPage,Winfield Woods Healthcare Center,6,0,2020-12-04T00:00:00,Closed,0.0,1,DUPAGE-WINFIELD WOODS HEALTHCARE CENTER,146168,2020-11-22,146168,WINFIELD WOODS HEALTHCARE CTR,28 WEST 141 LIBERTY STREET,WINFIELD,IL,DuPage,60190.0,Y,0.0,0.0,43.0,77.0,0.0,15.0,2.0,7.0,1.0,1.0,138.0,93.0,5.0,29.0,0.0,8.0,0.0,0.0,Y,Y,N,Y,462.4,10.8,828.0,10.8,1.3,Y,N,,,Y,1-2 DAYS,Y,Y,Y,Y,N,N,Y,1-2 DAYS,Y,N,Y,Y,N,N,Y,16.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,DuPage,Winfield Woods Healthcare Center,114,3,2020-12-04T00:00:00,Open,0.02631578947368421,1,DUPAGE-WINFIELD WOODS HEALTHCARE CENTER,146168,2020-11-22,146168,WINFIELD WOODS HEALTHCARE CTR,28 WEST 141 LIBERTY STREET,WINFIELD,IL,DuPage,60190.0,Y,0.0,0.0,43.0,77.0,0.0,15.0,2.0,7.0,1.0,1.0,138.0,93.0,5.0,29.0,0.0,8.0,0.0,0.0,Y,Y,N,Y,462.4,10.8,828.0,10.8,1.3,Y,N,,,Y,1-2 DAYS,Y,Y,Y,Y,N,N,Y,1-2 DAYS,Y,N,Y,Y,N,N,Y,16.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
2020-12-04,DuPage,The Pearl Naperville,18,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-THE PEARL NAPERVILLE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Bridgeway Senior Living,42,1,2020-12-04T00:00:00,Open,0.023809523809523808,1,DUPAGE-BRIDGEWAY SENIOR LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Harvester Place Memory Care,3,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-HARVESTER PLACE MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,DuPage,Brookdale Lisle,30,0,2020-12-04T00:00:00,Open,0.0,1,DUPAGE-BROOKDALE LISLE,146061,2020-11-22,146061,BROOKDALE PLAZA LISLE SNF,1800 ROBIN LANE,LISLE,IL,DuPage,60532.0,Y,0.0,3.0,1.0,11.0,0.0,0.0,2.0,11.0,0.0,1.0,82.0,33.0,0.0,32.0,0.0,16.0,0.0,0.0,N,N,N,N,30.3,0.0,333.3,30.3,9.1,N,N,POINT (-88.086683 41.788449),,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.086683 41.788449)
2020-12-04,Edgar,Twin Lakes Rehab Center,48,7,2020-12-04T00:00:00,Open,0.14583333333333334,1,EDGAR-TWIN LAKES REHAB CENTER,145466,2020-11-22,145466,TWIN LAKES REHAB & HEALTH CARE,310 EADS AVENUE,PARIS,IL,Edgar,61944.0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.67966 39.607951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-87.67966 39.607951)
2020-12-04,Edgar,Paris Health and Rehab,15,0,2020-12-04T00:00:00,Open,0.0,1,EDGAR-PARIS HEALTH AND REHAB,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Edgar,Pleasant Meadows Senior Living ,12,0,2020-12-04T00:00:00,Open,0.0,1,EDGAR-PLEASANT MEADOWS SENIOR LIVING ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Effingham,LAKELAND REHABILITATION & HEALTH CARE,41,5,2020-12-04T00:00:00,Open,0.12195121951219512,1,EFFINGHAM-LAKELAND REHABILITATION & HEALTH CARE,145256,2020-11-22,145256,LAKELAND REHAB & HEALTHCARE CENTER,800 WEST TEMPLE STREET,EFFINGHAM,IL,Effingham,62401.0,Y,0.0,0.0,16.0,59.0,0.0,5.0,4.0,21.0,3.0,5.0,154.0,71.0,10.0,35.0,2.0,12.0,0.0,0.0,N,N,N,N,225.4,42.3,831.0,70.4,8.5,Y,N,POINT (-88.55154 39.127496),,Y,1-2 DAYS,Y,Y,N,N,Y,N,Y,1-2 DAYS,Y,Y,N,N,Y,N,Y,9.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.55154 39.127496)
2020-12-04,Effingham,Lutheran Care Center,22,1,2020-12-04T00:00:00,Open,0.045454545454545456,1,EFFINGHAM-LUTHERAN CARE CENTER,145380,2020-11-22,145380,LUTHERAN CARE CENTER,702 WEST CUMBERLAND,ALTAMONT,IL,Effingham,62411.0,Y,0.0,3.0,2.0,44.0,0.0,0.0,4.0,15.0,3.0,5.0,96.0,39.0,10.0,32.0,0.0,2.0,1.0,1.0,N,N,N,N,51.3,76.9,1128.2,128.2,11.4,N,N,POINT (-88.754703 39.053113),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.754703 39.053113)
2020-12-04,Effingham,The Glenwood,5,0,2020-12-04T00:00:00,Open,0.0,1,EFFINGHAM-THE GLENWOOD,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Effingham,Lutheran care Center,23,3,2020-12-04T00:00:00,Open,0.13043478260869565,1,EFFINGHAM-LUTHERAN CARE CENTER,145380,2020-11-22,145380,LUTHERAN CARE CENTER,702 WEST CUMBERLAND,ALTAMONT,IL,Effingham,62411.0,Y,0.0,3.0,2.0,44.0,0.0,0.0,4.0,15.0,3.0,5.0,96.0,39.0,10.0,32.0,0.0,2.0,1.0,1.0,N,N,N,N,51.3,76.9,1128.2,128.2,11.4,N,N,POINT (-88.754703 39.053113),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.754703 39.053113)
2020-12-04,Effingham,Village of Holly Brook,6,0,2020-12-04T00:00:00,Open,0.0,1,EFFINGHAM-VILLAGE OF HOLLY BROOK,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Effingham,Effingham Rehab & Health Care Ctr,31,0,2020-12-04T00:00:00,Open,0.0,1,EFFINGHAM-EFFINGHAM REHAB & HEALTH CARE CTR,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Fayette,Sarah Bush Lincoln Fayette County Hospital,2,0,2020-12-04T00:00:00,Closed,0.0,1,FAYETTE-SARAH BUSH LINCOLN FAYETTE COUNTY HOSPITAL,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,Fayette,Aperion Care St Elmo,69,11,2020-12-04T00:00:00,Open,0.15942028985507245,1,FAYETTE-APERION CARE ST ELMO,145857,2020-11-22,145857,APERION CARE ST ELMO,221 EAST CUMBERLAND,ST ELMO,IL,Fayette,62458.0,Y,0.0,1.0,0.0,44.0,0.0,0.0,0.0,9.0,0.0,9.0,60.0,36.0,1.0,35.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,1222.2,250.0,20.5,N,N,POINT (-88.84565 39.02478),,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.84565 39.02478)
