County_x,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities,county-facName,CMS_ProvNum,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,County_y,Provider Zip Code,Submitted Data,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Resident Access to Testing in Facility,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,Geolocation
DuPage,Cedarhurst Naperville,2020-12-04,3,0,0.0,1,1,DUPAGE-CEDARHURST NAPERVILLE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Cedarhurst of Naperville,2020-12-04,5,1,0.2,1,1,DUPAGE-CEDARHURST OF NAPERVILLE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Chateau Center Nursing & Rehabilitation,2020-12-04,64,14,0.21875,2,1,DUPAGE-CHATEAU CENTER NURSING & REHABILITATION,145614,2020-11-22,145614,CHATEAU NRSG & REHAB CENTER,7050 MADISON STREET,WILLOWBROOK,IL,DuPage,60521.0,Y,0.0,34.0,0.0,48.0,0.0,66.0,0.0,56.0,0.0,15.0,150.0,99.0,1.0,33.0,0.0,22.0,0.0,0.0,N,N,N,N,0.0,0.0,484.8,151.5,31.3,N,N,,,Y,1-2 DAYS,Y,N,Y,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1.0,12.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
DuPage,Clarendale of Addison,2020-12-04,28,4,0.14285714285714285,2,1,DUPAGE-CLARENDALE OF ADDISON,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,DuPage Care Center,2020-12-04,145,5,0.034482758620689655,1,1,DUPAGE-DUPAGE CARE CENTER,145050,2020-11-22,145050,DUPAGE CARE CENTER,400 N COUNTY FARM RD,WHEATON,IL,DuPage,60187.0,N,0.0,13.0,0.0,52.0,0.0,1.0,0.0,30.0,0.0,2.0,368.0,267.0,0.0,60.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,194.8,7.5,3.8,,,POINT (-88.143615 41.866886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-88.143615 41.866886)
DuPage,Forest View Rehabilitation & Nursing Center,2020-12-04,8,0,0.0,1,1,DUPAGE-FOREST VIEW REHABILITATION & NURSING CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Forestview Rehabilitation & Nursing Center,2020-12-04,118,18,0.15254237288135594,1,1,DUPAGE-FORESTVIEW REHABILITATION & NURSING CENTER,145752,2020-11-22,145752,FOREST VIEW REHAB & NURSING CENTER,535 SOUTH ELM,ITASCA,IL,DuPage,60143.0,Y,0.0,24.0,0.0,31.0,0.0,19.0,0.0,19.0,0.0,13.0,131.0,116.0,0.0,20.0,0.0,19.0,0.0,0.0,N,N,N,N,0.0,0.0,267.2,112.1,41.9,N,N,POINT (-88.011933 41.962378),,Y,1-2 DAYS,Y,N,Y,Y,Y,N,Y,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.011933 41.962378)
DuPage,Franciscan Court Supportive Living,2020-12-04,45,4,0.08888888888888889,1,1,DUPAGE-FRANCISCAN COURT SUPPORTIVE LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Harbor Chase of Naperville,2020-12-04,6,0,0.0,1,1,DUPAGE-HARBOR CHASE OF NAPERVILLE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Harbor Chase of Naperville Assisted Living,2020-12-04,18,0,0.0,1,1,DUPAGE-HARBOR CHASE OF NAPERVILLE ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Harvester Place Memory Care,2020-12-04,43,14,0.32558139534883723,2,1,DUPAGE-HARVESTER PLACE MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Independence Spring Meadows Naperville,2020-12-04,7,0,0.0,1,1,DUPAGE-INDEPENDENCE SPRING MEADOWS NAPERVILLE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Lacey Creek Supportive Living,2020-12-04,2,0,0.0,1,1,DUPAGE-LACEY CREEK SUPPORTIVE LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Lakeview Memory Care Community,2020-12-04,27,8,0.2962962962962963,1,1,DUPAGE-LAKEVIEW MEMORY CARE COMMUNITY,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Lexington Square Elmhurst AL/IL,2020-12-04,29,0,0.0,2,1,DUPAGE-LEXINGTON SQUARE ELMHURST AL/IL,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Lexington Square Lombard,2020-12-04,12,0,0.0,2,1,DUPAGE-LEXINGTON SQUARE LOMBARD,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Lexington of Bloomingdale,2020-12-04,72,21,0.2916666666666667,1,1,DUPAGE-LEXINGTON OF BLOOMINGDALE,145638,2020-11-22,145638,LEXINGTON HLTH CR CTR-BLMNGDL,165 SOUTH BLOOMINGDALE ROAD,BLOOMINGDALE,IL,DuPage,60108.0,Y,0.0,11.0,0.0,7.0,0.0,3.0,0.0,21.0,0.0,7.0,142.0,74.0,0.0,19.0,0.0,3.0,0.0,0.0,N,N,Y,Y,0.0,0.0,94.6,94.6,100.0,N,N,POINT (-88.080886 41.951943),,Y,<1 DAY,Y,N,N,Y,N,N,Y,<1 DAY,Y,N,N,Y,N,N,Y,71.0,200.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.080886 41.951943)
DuPage,Lexington of Elmhurst,2020-12-04,32,13,0.40625,3,1,DUPAGE-LEXINGTON OF ELMHURST,145711,2020-11-22,145711,LEXINGTON OF ELMHURST,420 WEST BUTTERFIELD ROAD,ELMHURST,IL,DuPage,60126.0,Y,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,145.0,67.0,1.0,8.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,59.7,0.0,0.0,N,N,POINT (-87.952713 41.862569),,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,1-2 DAYS,Y,N,N,N,Y,N,Y,67.0,250.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.952713 41.862569)
DuPage,Lexington of Lombard,2020-12-04,43,12,0.27906976744186046,1,1,DUPAGE-LEXINGTON OF LOMBARD,145511,2020-11-22,145511,LEXINGTON HLTH CR CTR-LOMBARD,2100 SOUTH FINLEY ROAD,LOMBARD,IL,DuPage,60148.0,Y,2.0,17.0,1.0,13.0,0.0,0.0,1.0,25.0,1.0,9.0,225.0,131.0,0.0,14.0,0.0,1.0,0.0,0.0,N,N,N,N,7.6,7.6,99.2,68.7,69.2,N,N,POINT (-88.026359 41.845756),,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3.0,41.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.026359 41.845756)
DuPage,Manorcare Hinsdale,2020-12-04,194,38,0.1958762886597938,2,1,DUPAGE-MANORCARE HINSDALE,145246,2020-11-22,145246,MANORCARE OF HINSDALE,600 WEST OGDEN AVENUE,HINSDALE,IL,DuPage,60521.0,Y,6.0,120.0,5.0,12.0,0.0,11.0,1.0,20.0,1.0,12.0,187.0,129.0,6.0,18.0,0.0,21.0,0.0,0.0,N,N,N,N,38.8,7.8,93.0,93.0,100.0,Y,N,POINT (-87.941859 41.811648),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,8.0,17.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.941859 41.811648)
DuPage,Maple Glen Memory Care,2020-12-04,6,0,0.0,1,1,DUPAGE-MAPLE GLEN MEMORY CARE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Marklund Philip Center,2020-12-04,2,0,0.0,1,1,DUPAGE-MARKLUND PHILIP CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Meadowbrook Manor Naperville,2020-12-04,68,4,0.058823529411764705,2,1,DUPAGE-MEADOWBROOK MANOR NAPERVILLE,145874,2020-11-22,145874,MEADOWBROOK MANOR - NAPERVILLE,720 RAYMOND DRIVE,NAPERVILLE,IL,DuPage,60563.0,Y,0.0,11.0,0.0,29.0,0.0,25.0,1.0,50.0,0.0,3.0,234.0,169.0,3.0,39.0,0.0,17.0,0.0,0.0,N,N,N,N,0.0,0.0,171.6,17.8,10.3,N,N,POINT (-88.18310600000001 41.783667),,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,3-7 DAYS,Y,N,N,Y,N,N,Y,1.0,3.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.18310600000001 41.783667)
DuPage,Naperville Manor Health & Rehab Center,2020-12-04,11,1,0.09090909090909091,1,1,DUPAGE-NAPERVILLE MANOR HEALTH & REHAB CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Oak Trace,2020-12-04,9,3,0.3333333333333333,1,1,DUPAGE-OAK TRACE,145804,2020-11-22,145804,OAK TRACE,250 VILLAGE DRIVE,DOWNERS GROVE,IL,DuPage,60516.0,Y,0.0,0.0,0.0,8.0,0.0,0.0,0.0,30.0,0.0,0.0,102.0,90.0,3.0,18.0,0.0,0.0,0.0,0.0,N,N,N,N,0.0,0.0,88.9,0.0,0.0,N,N,POINT (-87.993778 41.766183),,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.993778 41.766183)
DuPage,Oak Trace Skilled Nursing,2020-12-04,28,0,0.0,2,1,DUPAGE-OAK TRACE SKILLED NURSING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Oakbrook Care,2020-12-04,103,24,0.23300970873786409,1,1,DUPAGE-OAKBROOK CARE,145458,2020-11-22,145458,OAK BROOK CARE,2013 MIDWEST ROAD,OAK BROOK,IL,DuPage,60521.0,Y,3.0,21.0,2.0,40.0,4.0,5.0,4.0,15.0,4.0,9.0,156.0,72.0,10.0,44.0,0.0,0.0,0.0,0.0,N,N,N,N,27.8,55.6,555.6,125.0,22.5,N,N,POINT (-87.97245 41.848965),,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,20.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-87.97245 41.848965)
DuPage,Oakbrook Care Rehabilitation & Recover,2020-12-04,52,4,0.07692307692307693,1,1,DUPAGE-OAKBROOK CARE REHABILITATION & RECOVER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Park Place Health and Wellness,2020-12-04,6,0,0.0,1,1,DUPAGE-PARK PLACE HEALTH AND WELLNESS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Park Place Health and Wellness Center ,2020-12-04,2,0,0.0,1,1,DUPAGE-PARK PLACE HEALTH AND WELLNESS CENTER ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Philip J Rock Center & School ,2020-12-04,3,0,0.0,1,1,DUPAGE-PHILIP J ROCK CENTER & SCHOOL ,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Providence Healthcare & Rehabilitation Center,2020-12-04,78,18,0.23076923076923078,2,1,DUPAGE-PROVIDENCE HEALTHCARE & REHABILITATION CENTER,145657,2020-11-22,145657,PROVIDENCE DOWNERS GROVE,3450 SARATOGA AVENUE,DOWNERS GROVE,IL,DuPage,60515.0,Y,28.0,171.0,4.0,13.0,0.0,6.0,3.0,24.0,2.0,12.0,145.0,115.0,3.0,27.0,0.0,6.0,0.0,0.0,N,N,N,N,34.8,17.4,113.0,104.3,92.3,Y,N,POINT (-88.015438 41.824948),,Y,1-2 DAYS,Y,N,N,Y,Y,Y,Y,1-2 DAYS,Y,N,N,Y,Y,N,Y,1.0,9.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.015438 41.824948)
DuPage,Ray Graham Iona Glos,2020-12-04,27,2,0.07407407407407407,1,1,DUPAGE-RAY GRAHAM IONA GLOS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Rehab Without Walls,2020-12-04,16,0,0.0,1,1,DUPAGE-REHAB WITHOUT WALLS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Saratoga Grove,2020-12-04,20,0,0.0,2,1,DUPAGE-SARATOGA GROVE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,St. Patricks Residence Nursing & Rehabilitation,2020-12-04,4,0,0.0,1,1,DUPAGE-ST. PATRICKS RESIDENCE NURSING & REHABILITATION,145878,2020-11-22,145878,ST PATRICK'S RESIDENCE,1400 BROOKDALE ROAD,NAPERVILLE,IL,DuPage,60563.0,Y,0.0,1.0,0.0,23.0,0.0,21.0,3.0,22.0,1.0,5.0,209.0,149.0,1.0,29.0,0.0,7.0,0.0,0.0,N,N,N,N,0.0,6.7,154.4,33.6,21.7,N,N,POINT (-88.18613000000002 41.784012),,Y,3-7 DAYS,Y,Y,N,N,N,N,Y,3-7 DAYS,Y,Y,N,Y,N,N,Y,1.0,11.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.18613000000002 41.784012)
DuPage,St. Patricks Residence Nursing and Rehabilitation,2020-12-04,96,3,0.03125,1,1,DUPAGE-ST. PATRICKS RESIDENCE NURSING AND REHABILITATION,145878,2020-11-22,145878,ST PATRICK'S RESIDENCE,1400 BROOKDALE ROAD,NAPERVILLE,IL,DuPage,60563.0,Y,0.0,1.0,0.0,23.0,0.0,21.0,3.0,22.0,1.0,5.0,209.0,149.0,1.0,29.0,0.0,7.0,0.0,0.0,N,N,N,N,0.0,6.7,154.4,33.6,21.7,N,N,POINT (-88.18613000000002 41.784012),,Y,3-7 DAYS,Y,Y,N,N,N,N,Y,3-7 DAYS,Y,Y,N,Y,N,N,Y,1.0,11.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.18613000000002 41.784012)
DuPage,Sunrise Fountain Square Lombard,2020-12-04,35,1,0.02857142857142857,1,1,DUPAGE-SUNRISE FOUNTAIN SQUARE LOMBARD,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Sunrise of Bloomingdale,2020-12-04,15,1,0.06666666666666667,1,1,DUPAGE-SUNRISE OF BLOOMINGDALE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Sunrise of Bloomingdale Assisted Living,2020-12-04,9,1,0.1111111111111111,2,1,DUPAGE-SUNRISE OF BLOOMINGDALE ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Sunrise of Naperville Assisted Living,2020-12-04,24,0,0.0,1,1,DUPAGE-SUNRISE OF NAPERVILLE ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Sunrise of Naperville North Assisted Living,2020-12-04,59,6,0.1016949152542373,1,1,DUPAGE-SUNRISE OF NAPERVILLE NORTH ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Sunrise of Willowbrook Assisted Living,2020-12-04,12,1,0.08333333333333333,1,1,DUPAGE-SUNRISE OF WILLOWBROOK ASSISTED LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Tabor Hills Healthcare,2020-12-04,59,8,0.13559322033898305,3,1,DUPAGE-TABOR HILLS HEALTHCARE,145840,2020-11-22,145840,TABOR HILLS HEALTH CARE FAC,1347 CRYSTAL COURT,NAPERVILLE,IL,DuPage,60563.0,Y,1.0,9.0,0.0,38.0,0.0,7.0,0.0,11.0,0.0,6.0,169.0,98.0,0.0,25.0,0.0,3.0,0.0,0.0,N,N,N,N,0.0,0.0,387.8,61.2,15.8,N,N,,,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
DuPage,Tabor Hills Supportive Living,2020-12-04,5,0,0.0,1,1,DUPAGE-TABOR HILLS SUPPORTIVE LIVING,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Terra Vista of Oakbrook Terrace,2020-12-04,82,10,0.12195121951219512,2,1,DUPAGE-TERRA VISTA OF OAKBROOK TERRACE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,The Auberge at Naperville,2020-12-04,54,5,0.09259259259259259,2,1,DUPAGE-THE AUBERGE AT NAPERVILLE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,The Birches Assisted Living Clarendon Hills,2020-12-04,64,0,0.0,2,1,DUPAGE-THE BIRCHES ASSISTED LIVING CLARENDON HILLS,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,The Grove of Elmhurst,2020-12-04,98,15,0.15306122448979592,1,1,DUPAGE-THE GROVE OF ELMHURST,145339,2020-11-22,145339,"GROVE OF ELMHURST, THE",127 WEST DIVERSEY,ELMHURST,IL,DuPage,60126.0,Y,0.0,5.0,2.0,95.0,0.0,32.0,1.0,31.0,1.0,15.0,176.0,119.0,2.0,51.0,0.0,13.0,0.0,0.0,N,N,N,N,16.8,8.4,798.3,126.1,15.8,N,N,POINT (-87.940749 41.928208),,Y,1-2 DAYS,N,N,N,N,N,N,Y,1-2 DAYS,Y,Y,N,N,N,N,Y,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,17.0,9.0,Y,Y,POINT (-87.940749 41.928208)
DuPage,The Pearl Naperville,2020-12-04,25,0,0.0,2,1,DUPAGE-THE PEARL NAPERVILLE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,The Radcliff Wood Dale,2020-12-04,34,4,0.11764705882352941,2,1,DUPAGE-THE RADCLIFF WOOD DALE,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,The Springs of Monarch Landing Skilled Nursing,2020-12-04,50,4,0.08,1,1,DUPAGE-THE SPRINGS OF MONARCH LANDING SKILLED NURSING,146173,2020-11-22,146173,"SPRINGS AT MONARCH LANDING, THE",2308 NORTH ROUTE 59,NAPERVILLE,IL,DuPage,60563.0,Y,0.0,3.0,0.0,21.0,0.0,9.0,0.0,25.0,0.0,3.0,96.0,61.0,1.0,26.0,0.0,4.0,0.0,0.0,N,N,N,N,0.0,0.0,344.3,49.2,14.3,N,N,,,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,3-7 DAYS,Y,N,N,N,Y,N,Y,8.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
DuPage,Thrive of Lisle Rehabilitation Center,2020-12-04,4,0,0.0,1,1,DUPAGE-THRIVE OF LISLE REHABILITATION CENTER,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,Villa St. Benedict,2020-12-04,6,0,0.0,1,1,DUPAGE-VILLA ST. BENEDICT,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuPage,West Chicago Terrace,2020-12-04,21,0,0.0,2,1,DUPAGE-WEST CHICAGO TERRACE,14E392,2020-11-22,14E392,WEST CHICAGO TERRACE,928 JOLIET ROAD,WEST CHICAGO,IL,DuPage,60185.0,Y,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,90.0,1.0,16.0,0.0,1.0,0.0,0.0,N,N,N,N,0.0,0.0,66.7,0.0,0.0,N,N,POINT (-88.20458800000002 41.869819),,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,3-7 DAYS,Y,N,N,Y,Y,N,Y,0.0,1.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,POINT (-88.20458800000002 41.869819)
